TF	target	importance
G29	G16	95.02833800022232
G31	G20	94.34578363740822
G20	G31	84.32114616792661
G42	G40	78.72836208416399
G39	G43	69.99673203164386
G28	G31	67.12920018609373
G22	G35	65.19261062294493
G24	G16	62.871002007239134
G13	G1	62.41831013497403
G47	G46	58.96031394792974
G50	G16	58.749134924169
G38	G46	55.122349587638496
G41	G16	54.357122195600965
G28	G20	54.1587186871302
G19	G22	53.522006697850735
G40	G42	52.41148723484164
G36	G1	51.106458738718
G34	G46	50.927657362826345
G26	G3	50.59120032887011
G43	G39	50.147283901744984
G42	G41	50.031581142076455
G12	G39	49.64120334850164
G37	G22	48.933739733043424
G45	G22	48.18285724267619
G37	G46	47.87626159869781
G47	G40	46.39109373809025
G38	G42	45.53335053511369
G29	G50	45.14136260037542
G43	G46	45.06171274691681
G40	G38	44.396851014313924
G31	G28	43.03717363934044
G40	G41	41.152506172069785
G34	G16	40.32331716897618
G40	G39	40.00866823201149
G16	G50	39.78945826200148
G42	G38	38.81674232875081
G35	G22	38.52439212732824
G46	G47	38.45672381688634
G19	G35	38.27814467690075
G20	G39	37.44138028403596
G47	G41	37.4377697609025
G36	G25	37.2737973279971
G32	G31	37.060735684757006
G22	G45	36.9348559034473
G38	G41	36.838057785376144
G47	G42	36.68913053243758
G16	G29	36.54506351672111
G19	G37	36.42771283261103
G3	G26	35.7157700069372
G38	G40	35.61642983465242
G50	G29	35.322111396746614
G19	G45	35.05531593643005
G35	G33	34.955617215660965
G3	G43	34.40979741550088
G42	G46	34.36740264364805
G49	G38	33.96417890201333
G45	G46	33.93908521148272
G38	G34	33.886546263665224
G32	G20	33.621697261867645
G25	G45	33.58766389405902
G38	G22	33.33360842821847
G34	G43	32.590585715746336
G40	G49	32.41985582366397
G17	G38	31.534918838457617
G41	G42	31.47213832101013
G35	G19	31.338441055354853
G43	G3	31.297989856891874
G22	G46	31.212840557866066
G29	G34	31.212807204424504
G34	G22	31.042519951585735
G1	G13	30.87064998732091
G42	G47	30.841356540932534
G41	G47	30.819729998854644
G40	G43	30.462590905369083
G38	G37	30.30258815720974
G37	G45	29.86361579282267
G22	G37	29.809156710139327
G29	G24	29.46414572358466
G24	G29	29.34956229507567
G41	G40	29.11771507887832
G43	G40	29.097733473748832
G34	G50	29.01657637031983
G17	G28	29.011308585958467
G36	G50	28.850129770181226
G1	G36	28.669403615912326
G24	G50	28.576916916876183
G40	G46	28.39353248052159
G28	G43	28.002878175322422
G32	G18	27.640182018849845
G18	G38	27.514791498282907
G3	G33	27.464295779835567
G31	G43	27.35546436792942
G41	G29	27.346614092167012
G26	G1	27.06883305385819
G41	G38	26.962958137195926
G37	G43	26.952817791890407
G12	G50	26.870133390075633
G12	G36	26.678412721116697
G35	G28	26.510121625246203
G41	G17	26.50477102820806
G33	G35	26.27080795632384
G17	G32	25.96714287641034
G37	G24	25.965455201098496
G41	G46	25.70019023243563
G32	G17	25.395329068844095
G34	G29	24.95335083671186
G43	G20	24.93584563157546
G26	G36	24.363016434302633
G45	G37	24.342783743027503
G35	G17	24.332016843141936
G42	G35	24.24691645601851
G25	G1	24.245687101197955
G31	G39	24.05784603069832
G10	G1	23.401357357582828
G42	G32	23.298900742609955
G42	G49	23.251711924541635
G49	G18	23.087053902256578
G40	G18	23.06449148351183
G39	G40	22.78936279118764
G29	G25	22.692724927874046
G37	G19	22.606979654097938
G50	G36	22.52629949894502
G35	G50	22.449243993544837
G32	G38	22.399898412041235
G7	G16	22.285613146707355
G41	G39	22.250213215064967
G46	G42	22.00791763439088
G22	G19	21.92535403180287
G40	G33	21.818686478655135
G50	G34	21.777267159687717
G33	G3	21.631355787971682
G35	G37	21.556677987081
G34	G47	21.403946810628128
G33	G17	21.349037022885394
G36	G26	21.344244344778673
G43	G31	21.157731003434268
G1	G25	21.152787693226216
G32	G42	21.09046363013715
G34	G39	21.088743230283608
G34	G41	20.95664064877975
G38	G25	20.874990989030074
G35	G42	20.727435909915684
G40	G47	20.704702168943278
G46	G41	20.54808817261597
G17	G35	20.50000296707142
G34	G45	20.492579532701928
G16	G24	20.491169406264387
G40	G35	20.411332802643425
G18	G49	20.37276156372093
G38	G39	20.306230853440823
G35	G45	20.17342281418231
G32	G28	20.08916899203945
G39	G3	19.998648232944337
G36	G39	19.95724787202389
G42	G18	19.946772158118026
G32	G43	19.85656436564441
G45	G43	19.792075452665024
G41	G43	19.769519375671194
G42	G39	19.739389883473155
G28	G35	19.706147157213877
G42	G28	19.22052664349365
G37	G39	19.06102780580498
G35	G38	19.05629043663577
G42	G25	18.969432145009442
G45	G41	18.84183957681646
G40	G32	18.821883565806903
G22	G25	18.810370548023243
G43	G41	18.78594026845662
G49	G17	18.592321436846955
G32	G35	18.486287646946746
G32	G49	18.41387473295929
G46	G43	18.287166182208896
G42	G24	18.262048627133005
G46	G40	18.227916283001253
G34	G40	18.18260650033687
G42	G43	18.06065740282537
G20	G28	18.055441660192056
G49	G35	18.022581659213493
G40	G34	17.988227051765367
G34	G24	17.94215097863654
G28	G19	17.560795676650372
G41	G34	17.43123165044632
G25	G22	17.354471734795077
G39	G50	17.319603932873164
G33	G38	17.197275014509138
G46	G20	17.12037549321833
G38	G43	17.10031915889067
G37	G31	17.04938362240472
G33	G49	17.034482979012484
G45	G26	16.962070642709428
G42	G33	16.87563674080589
G46	G16	16.832726246015223
G39	G38	16.83154154469407
G45	G35	16.73737661932009
G17	G18	16.735229544894842
G39	G12	16.733275277673
G29	G35	16.701944262069198
G43	G26	16.629368076771296
G28	G38	16.599065531047795
G43	G34	16.5622927290236
G35	G29	16.52532037702772
G28	G33	16.44208054578111
G1	G26	16.35022231812664
G33	G28	16.33421538680653
G43	G28	16.24792297025722
G17	G33	16.191387339447587
G38	G18	16.19009559475653
G35	G34	16.171624111781718
G17	G49	16.16395262439054
G50	G24	16.139825460288247
G38	G24	16.13693436260281
G33	G25	16.10605488444154
G35	G25	16.029913866823534
G46	G22	16.01027739113642
G24	G40	15.933581073834931
G37	G35	15.917141407635782
G25	G19	15.914548185270979
G42	G34	15.844014432946391
G41	G26	15.840108610918254
G36	G16	15.795431541007709
G45	G19	15.782077701752476
G46	G45	15.68606820718288
G36	G33	15.576741767449413
G25	G29	15.493333682525952
G7	G50	15.400140164043673
G33	G42	15.374253147583879
G16	G34	15.28853880102004
G37	G25	15.192849130004157
G17	G31	15.052734212767927
G33	G32	15.002237917632227
G28	G18	14.88683845812488
G38	G45	14.752767182893539
G49	G42	14.65252057835326
G50	G35	14.640708435838729
G40	G25	14.541236440822532
G47	G38	14.371352331173604
G39	G31	14.344913716312874
G34	G35	14.299213087629974
G37	G42	14.262462091820645
G45	G47	14.245540265549483
G43	G47	14.240690685986069
G39	G49	14.121089588682999
G25	G36	14.116264161370298
G41	G25	14.10968584311691
G37	G47	14.083701089887505
G24	G42	14.07052900692435
G41	G37	13.92351671017345
G28	G1	13.883602807111439
G35	G43	13.8320229111372
G34	G25	13.788654846011376
G39	G41	13.769841061507325
G25	G42	13.763072920329463
G50	G45	13.726482480352127
G25	G13	13.575224615511857
G31	G32	13.513839792173538
G25	G16	13.495337151378372
G45	G13	13.45566303820766
G25	G46	13.34786709944983
G13	G3	13.275430706879012
G47	G39	13.274603585778532
G38	G49	13.272450070051088
G12	G31	13.218316141369007
G41	G35	13.09544635000839
G39	G20	13.055397146238656
G40	G22	13.011657872943479
G38	G47	12.977638423488537
G39	G34	12.936660909139993
G19	G25	12.886733272067092
G47	G45	12.878342435537862
G40	G17	12.849471586866681
G37	G40	12.835827277296623
G22	G34	12.737448184989011
G46	G39	12.709649008252532
G49	G32	12.677379671639347
G43	G45	12.520984890622575
G45	G1	12.517845628797849
G20	G43	12.480904774685127
G41	G33	12.467318708833186
G16	G41	12.463543239399934
G47	G43	12.372483512587012
G27	G50	12.370725840366903
G35	G49	12.210213987811706
G40	G24	12.175051767873718
G28	G17	12.105989958052408
G42	G17	12.032058788333762
G33	G26	12.031462430636106
G38	G17	11.986246267092625
G28	G45	11.88856850414931
G32	G40	11.88169781314088
G41	G50	11.799011665103606
G26	G20	11.744440815348156
G39	G37	11.712404987668144
G47	G22	11.711485222017963
G28	G41	11.698902526460142
G37	G34	11.697516265867424
G29	G47	11.686013225683043
G41	G28	11.651597664023944
G12	G24	11.614621282316264
G25	G34	11.610487584892288
G35	G41	11.609626024305465
G49	G39	11.609493982279215
G31	G17	11.584481303295584
G43	G38	11.514458304897783
G35	G32	11.474177190295434
G25	G37	11.473944243120801
G19	G1	11.39957244450175
G3	G1	11.232040824002622
G1	G33	11.230998856901232
G33	G43	11.222567919485282
G18	G17	11.16796345995739
G39	G42	11.112744009118764
G46	G29	11.110958576871427
G32	G33	11.1068152644293
G37	G41	11.103219987647817
G43	G42	10.96080719370358
G47	G34	10.959263443459541
G24	G39	10.81883861074899
G1	G45	10.76967337722045
G38	G32	10.76127898465495
G34	G38	10.744950053388484
G37	G29	10.736947259140079
G40	G36	10.65750299431869
G29	G41	10.644887563308806
G25	G35	10.528122521215623
G25	G39	10.52728995420467
G49	G33	10.419293036847693
G19	G46	10.404081607574712
G39	G32	10.329772285189351
G34	G42	10.326732705758081
G25	G33	10.31179611376431
G12	G37	10.300659273711181
G34	G26	10.215246332836372
G13	G36	10.177106905838452
G38	G35	10.124114429593392
G28	G13	10.041422461039796
G40	G37	10.022289511502155
G22	G43	10.015724575879073
G33	G18	10.000004289836156
G38	G33	9.972644556128351
G3	G39	9.907999005567452
G7	G29	9.858443090791686
G41	G18	9.842842491131986
G37	G38	9.83264658413058
G45	G3	9.758427600071892
G50	G39	9.73447108034319
G26	G39	9.673183221249554
