SourceGENES,TargetGENES,Interaction,Edges
G4,G43,2.17901340790644,repression
G4,G29,1.61759814083952,repression
G4,G27,1.35700892561294,repression
G4,G32,1.08535533718674,repression
G4,G14,1,activation
G4,G44,0.98146462216591,repression
G4,G38,0.888465460008564,repression
G24,G43,0.888204829372321,activation
G24,G27,0.810051678613928,activation
G4,G16,0.796352690683091,activation
G4,G12,0.746368284620695,repression
G4,G11,0.731918512805171,repression
G4,G5,0.680133768962262,repression
G24,G14,0.659141140030037,activation
G4,G40,0.646889405420961,activation
G4,G20,0.640293197086849,activation
G5,G43,0.570197925834685,activation
G24,G8,0.543924874700072,repression
G5,G29,0.539850789549576,activation
G2,G18,0.539212881368723,activation
G4,G48,0.524548944660288,activation
G4,G3,0.520667658651533,activation
G2,G39,0.516212012129581,activation
G24,G29,0.512570561396813,repression
G24,G38,0.474814222205426,repression
G2,G8,0.472350705254909,repression
G4,G39,0.471254473096369,repression
G4,G8,0.460129117124405,activation
G2,G36,0.441149682140111,activation
G24,G44,0.421160498606003,activation
G2,G27,0.4202985399846,activation
G2,G11,0.415058783458337,activation
G24,G13,0.412662982252291,repression
G5,G32,0.412174477690381,repression
G24,G15,0.411700434964594,repression
G24,G5,0.41055865074697,activation
G24,G39,0.38267563677316,activation
G2,G13,0.370771764000106,repression
G2,G14,0.361328907994578,activation
G2,G49,0.359531321765515,repression
G2,G25,0.358113570145426,repression
G24,G10,0.35663509626148,repression
G4,G30,0.345974992668717,repression
G4,G13,0.344839351598109,repression
G2,G32,0.341852155826967,repression
G24,G32,0.340937445065846,repression
G24,G20,0.338956631723109,repression
G24,G35,0.336779734367441,repression
G4,G33,0.320045293622023,activation
G24,G11,0.315556209977629,activation
G2,G10,0.31523086342302,activation
G24,G16,0.313686827878848,repression
G5,G44,0.310347751361591,activation
G24,G31,0.308461106508865,repression
G2,G44,0.308281353220823,repression
G5,G27,0.301998375151144,repression
G2,G22,0.298717764408218,activation
G2,G29,0.292411079767929,repression
G5,G11,0.292066595952979,repression
G24,G3,0.285580741178105,repression
G24,G12,0.277967329916443,repression
G5,G30,0.274077977759979,repression
G4,G26,0.271729652854558,activation
G2,G15,0.269679281942091,activation
G2,G31,0.268220406123586,activation
G24,G33,0.264619550715966,activation
G24,G21,0.254827924223315,activation
G2,G21,0.253652689194161,repression
G2,G43,0.248493429940423,activation
G2,G35,0.24820402566877,activation
G2,G50,0.247380037090221,repression
G4,G4,0.238236654499592,activation
G4,G21,0.236426558742968,activation
G5,G40,0.234860308722605,activation
G2,G38,0.231461137727657,repression
G5,G12,0.229852702693804,activation
G2,G37,0.225925296025679,repression
G2,G19,0.221691979723898,repression
G2,G20,0.220001646796136,activation
G2,G6,0.219453081442604,activation
G24,G4,0.214188148324366,repression
G5,G38,0.213723050531114,activation
G5,G48,0.211907664069509,activation
G4,G9,0.211130673145814,repression
G4,G35,0.208715504602215,repression
G5,G14,0.205464582489556,repression
G2,G33,0.196619879576558,repression
G24,G49,0.19259153436566,repression
G4,G31,0.192544297374835,activation
G41,G36,0.180902227720578,repression
G2,G3,0.178850896043096,activation
G5,G16,0.177773357394706,activation
G24,G26,0.175390151532706,activation
G5,G20,0.173476422911455,repression
G47,G39,0.172386644470839,repression
G5,G39,0.171932328764905,activation
G2,G26,0.16894824665489,activation
G24,G25,0.168471229191619,activation
G47,G11,0.167406836736305,repression
G47,G36,0.166317870273485,repression
G24,G40,0.163124299611094,activation
G47,G32,0.159453221793934,repression
G43,G43,0.15818656399354,activation
G2,G42,0.157503099998135,activation
G2,G48,0.14579286629205,repression
G2,G12,0.145683353031915,repression
G2,G45,0.142092364555256,activation
G47,G29,0.140680443836276,activation
G5,G46,0.138405432983384,repression
G5,G3,0.13551626389355,repression
G24,G9,0.131069540861774,activation
G24,G48,0.129902496639037,repression
G43,G29,0.128007580457634,activation
G10,G36,0.121606267996744,repression
G24,G42,0.120568420833208,repression
G2,G9,0.118760446733334,activation
G5,G5,0.117457133481955,activation
G2,G5,0.116161765763475,repression
G47,G44,0.115306070162081,activation
G47,G8,0.111350078436954,activation
G41,G18,0.107342271170092,activation
G24,G50,0.107282633894235,activation
G43,G30,0.106053280482864,activation
G2,G40,0.10480769486369,activation
G2,G28,0.102352593015302,repression
G47,G27,0.0993898990637158,repression
G2,G41,0.0957796468463083,activation
G47,G13,0.0896414075176763,repression
G7,G43,0.086153094065128,repression
G43,G32,0.0815180983246346,activation
G5,G26,0.0813593077264873,repression
G47,G14,0.0803422472599743,repression
G47,G48,0.0772702545848873,repression
G41,G23,0.0765329985840176,repression
G47,G43,0.0753654677943843,repression
G41,G45,0.0752364950359772,repression
G7,G15,0.0735250922754247,repression
G46,G15,0.0729800812336652,activation
G10,G46,0.0707938642574156,activation
G47,G21,0.0683124676485586,repression
G41,G46,0.0674629781099447,activation
G47,G20,0.0673977624423534,activation
G24,G6,0.0666281835297595,repression
G37,G36,0.0664626623951735,repression
G43,G27,0.0654963597889104,repression
G5,G8,0.0636921439516277,activation
G17,G15,0.0634535396718489,repression
G5,G33,0.0631082954473314,repression
G43,G44,0.0629584075984006,repression
G43,G16,0.0623874353624697,activation
G47,G18,0.0619940956862406,repression
G5,G9,0.0619017267882106,activation
G46,G17,0.0618473122740491,repression
G47,G40,0.0614519273168569,activation
G47,G38,0.0597596463687109,activation
G10,G11,0.0592425943130747,repression
G47,G12,0.0591996774418269,repression
G7,G27,0.0589633552391684,activation
