SourceGENES,TargetGENES,Interaction,Edges
G16,G3,2.75445604089983,repression
G19,G3,1.99353354401449,repression
G1,G3,1.58066862732883,repression
G43,G3,1.45837920923127,repression
G31,G3,1.32771532067789,repression
G16,G38,1.06034965492855,repression
G46,G3,1,activation
G16,G28,0.996226056671801,repression
G19,G20,0.907175483284239,repression
G19,G32,0.887175642991258,repression
G19,G21,0.852603734189697,repression
G40,G3,0.740696610377268,activation
G16,G41,0.719175955970084,activation
G19,G11,0.677147254676442,activation
G1,G38,0.652812356437738,repression
G19,G26,0.611588549419645,activation
G1,G28,0.609902053116492,repression
G31,G38,0.606786140325108,activation
G31,G28,0.598200403941795,activation
G19,G33,0.540336810975359,activation
G43,G38,0.537936894584369,repression
G43,G28,0.511200738128965,activation
G19,G10,0.44628360140061,repression
G35,G3,0.427824818898946,activation
G1,G41,0.413134983381946,repression
G19,G22,0.406393215005859,repression
G19,G28,0.396990909609264,repression
G19,G7,0.39212955903875,repression
G12,G21,0.385152048235757,activation
G19,G36,0.384442780248729,repression
G43,G41,0.378681036207801,activation
G16,G35,0.34641437862214,activation
G31,G41,0.330821724739416,activation
G19,G50,0.330435882977665,repression
G12,G32,0.329687715510843,repression
G31,G31,0.328310004870327,activation
G12,G11,0.32768792279933,repression
G16,G31,0.317724143948045,activation
G16,G17,0.312387395910918,repression
G12,G10,0.306589325643791,activation
G19,G17,0.306499468482122,repression
G19,G41,0.2846109517584,repression
G40,G38,0.280656575812744,repression
G19,G14,0.279292750860295,activation
G46,G28,0.274527789825846,activation
G40,G28,0.262025140553427,activation
G16,G34,0.255812915193893,repression
G1,G31,0.25161438230266,activation
G19,G44,0.251144040075929,activation
G19,G47,0.249341173476327,activation
G19,G15,0.245404423237504,activation
G19,G23,0.240930776265466,repression
G19,G39,0.238451697836157,activation
G46,G41,0.231827269132447,repression
G31,G35,0.231113679440736,repression
G19,G42,0.225400517166044,activation
G19,G34,0.224120072949086,activation
G1,G35,0.222669538639472,activation
G45,G3,0.222349329713602,activation
G48,G3,0.221834580627058,repression
G16,G49,0.218049726870555,activation
G46,G38,0.215694434313908,activation
G16,G20,0.210125292213691,repression
G46,G20,0.205444034266181,activation
G16,G4,0.203016330922782,activation
G19,G25,0.195414195663308,activation
G40,G41,0.194294913687228,repression
G12,G22,0.189804415233626,repression
G1,G17,0.182900249050909,repression
G12,G40,0.179867709838831,activation
G19,G29,0.176158057846196,activation
G43,G35,0.172168766794566,repression
G16,G30,0.171934455113809,activation
G19,G30,0.171624548148785,activation
G31,G17,0.169993654159413,repression
G16,G33,0.165037227217929,repression
G43,G17,0.164770098910577,activation
G16,G15,0.161563113267815,activation
G31,G40,0.157470815852535,repression
G31,G49,0.156865617753507,activation
G31,G5,0.156235712229635,activation
G16,G42,0.155544710965537,repression
G1,G34,0.153133170036011,repression
G27,G31,0.152673957283371,repression
G31,G34,0.149709459746088,repression
G19,G24,0.148577982030461,repression
G31,G43,0.144982299582209,repression
G46,G32,0.144648788282512,repression
G1,G49,0.142534361819306,activation
G16,G5,0.142158863002135,activation
G46,G33,0.141476202036707,activation
G35,G38,0.140644967214504,activation
G12,G24,0.139933419199458,repression
G12,G6,0.137793713103912,repression
G12,G7,0.134591584994818,activation
G43,G31,0.134376597952882,repression
G19,G37,0.134003849535271,activation
G43,G34,0.133508084974626,activation
G16,G25,0.133294622098115,activation
G16,G43,0.132649235019835,activation
G16,G18,0.131825143276694,repression
G31,G4,0.130694354574955,repression
G12,G14,0.130004521703924,repression
G12,G20,0.128759434789866,activation
G43,G20,0.128059088301171,activation
G1,G4,0.125932248577688,activation
G16,G13,0.12202202121725,activation
G12,G26,0.120996734672282,repression
G16,G39,0.120444819312747,activation
G35,G28,0.120058545327457,activation
G46,G17,0.118689691288503,activation
G35,G41,0.118038711976655,repression
G19,G4,0.116767223153789,activation
G18,G3,0.116276696810142,activation
G12,G37,0.115322813589296,repression
G46,G26,0.112313256122863,activation
G27,G38,0.111709727769101,repression
G27,G28,0.111589652179629,repression
G1,G5,0.111297109228567,repression
G43,G49,0.10780656570551,repression
G12,G47,0.106672563343073,repression
G1,G43,0.104686803879951,activation
G43,G4,0.103883369263389,activation
G12,G1,0.101346514960869,repression
G16,G19,0.100821024276686,activation
G27,G40,0.100237374387632,repression
G1,G30,0.100068410579309,repression
G43,G33,0.0994755428030055,repression
G16,G29,0.0967369583377635,repression
G12,G5,0.0944231511670898,repression
G31,G18,0.0941866867992198,activation
G12,G48,0.0926928872993899,activation
G1,G15,0.0921945600515332,activation
G31,G30,0.0915593206305312,repression
G43,G30,0.0909221927556059,repression
G1,G20,0.0908534655823321,activation
G40,G35,0.090028154289959,repression
G46,G34,0.0897142187001713,activation
G12,G2,0.0886931093496527,activation
G1,G42,0.0870574427014469,repression
G43,G15,0.086786897214985,activation
G31,G19,0.0862908425081253,activation
G31,G15,0.0854185263514202,repression
G1,G18,0.0853334555134185,activation
G12,G50,0.0851627853637763,repression
G43,G42,0.0840662081599449,repression
G12,G8,0.0835901225040565,repression
G19,G8,0.0834241701272217,repression
G31,G13,0.0833404325544913,repression
G40,G17,0.0829840945780061,activation
G48,G20,0.0828996100495644,repression
G12,G28,0.082219263611933,repression
G12,G27,0.0819615756906666,activation
G31,G46,0.0805878949559673,activation
G12,G9,0.0775481997811055,activation
