Gene1	Gene2	EdgeWeight
G12	G2	2499
G12	G3	2498
G12	G1	2497
G26	G1	2496
G26	G2	2495
G13	G1	2494
G16	G2	2493
G36	G1	2492
G12	G4	2491
G36	G2	2490
G13	G2	2489
G16	G1	2488
G20	G1	2487
G16	G3	2486
G26	G3	2485
G20	G2	2484
G16	G4	2483
G13	G3	2482
G36	G3	2481
G12	G5	2480
G20	G3	2479
G16	G5	2478
G26	G4	2477
G13	G4	2476
G36	G4	2475
G47	G43	2474
G10	G1	2473
G9	G2	2472
G29	G43	2471
G10	G2	2470
G16	G6	2469
G12	G6	2468
G20	G4	2467
G38	G17	2466
G26	G5	2465
G23	G29	2464
G46	G17	2463
G13	G5	2462
G19	G18	2461
G11	G50	2460
G44	G43	2459
G43	G50	2458
G17	G28	2457
G33	G28	2456
G32	G28	2455
G47	G22	2454
G36	G5	2453
G29	G18	2452
G38	G18	2451
G47	G38	2450
G11	G31	2449
G40	G22	2448
G43	G41	2447
G15	G17	2446
G28	G49	2445
G22	G17	2444
G42	G22	2443
G34	G1	2442
G34	G31	2441
G28	G48	2440
G25	G48	2439
G49	G18	2438
G43	G48	2437
G37	G49	2436
G7	G47	2435
G17	G19	2434
G15	G31	2433
G41	G22	2432
G31	G28	2431
G33	G48	2430
G35	G48	2429
G8	G32	2428
G17	G41	2427
G10	G3	2426
G22	G48	2425
G37	G46	2424
G9	G1	2423
G6	G5	2422
G38	G47	2421
G9	G3	2420
G46	G24	2419
G34	G38	2418
G14	G31	2417
G41	G46	2416
G49	G17	2415
G22	G46	2414
G38	G50	2413
G43	G38	2412
G19	G49	2411
G28	G28	2410
G6	G1	2409
G46	G43	2408
G38	G28	2407
G34	G40	2406
G39	G38	2405
G45	G46	2404
G18	G17	2403
G31	G38	2402
G46	G22	2401
G29	G45	2400
G42	G47	2399
G17	G38	2398
G21	G43	2397
G45	G38	2396
G32	G49	2395
G22	G38	2394
G18	G15	2393
G22	G22	2392
G21	G1	2391
G5	G47	2390
G21	G24	2389
G17	G49	2388
G5	G50	2387
G30	G5	2386
G25	G50	2385
G14	G32	2384
G18	G18	2383
G38	G39	2382
G14	G1	2381
G28	G38	2380
G4	G30	2379
G37	G22	2378
G40	G29	2377
G25	G38	2376
G18	G38	2375
G19	G46	2374
G47	G50	2373
G28	G18	2372
G42	G17	2371
G3	G21	2370
G3	G47	2369
G24	G41	2368
G48	G3	2367
G46	G46	2366
G9	G31	2365
G48	G28	2364
G1	G38	2363
G31	G48	2362
G40	G47	2361
G47	G17	2360
G45	G22	2359
G20	G5	2358
G25	G17	2357
G31	G32	2356
G41	G31	2355
G16	G7	2354
G8	G31	2353
G4	G41	2352
G25	G47	2351
G7	G2	2350
G14	G45	2349
G5	G37	2348
G23	G50	2347
G8	G2	2346
G1	G1	2345
G15	G18	2344
G45	G17	2343
G44	G1	2342
G1	G29	2341
G3	G3	2340
G14	G4	2339
G25	G22	2338
G48	G5	2337
G49	G39	2336
G49	G40	2335
G44	G5	2334
G41	G3	2333
G33	G38	2332
G34	G50	2331
G40	G38	2330
G25	G1	2329
G50	G21	2328
G48	G31	2327
G22	G1	2326
G32	G31	2325
G2	G31	2324
G19	G38	2323
G38	G1	2322
G21	G31	2321
G42	G28	2320
G1	G22	2319
G10	G39	2318
G41	G47	2317
G15	G5	2316
G4	G34	2315
G44	G48	2314
G43	G28	2313
G39	G17	2312
G34	G3	2311
G22	G50	2310
G5	G44	2309
G32	G15	2308
G29	G50	2307
G6	G50	2306
G35	G41	2305
G47	G24	2304
G44	G41	2303
G42	G18	2302
G49	G28	2301
G35	G17	2300
G12	G7	2299
G44	G33	2298
G33	G35	2297
G5	G6	2296
G9	G47	2295
G37	G1	2294
G42	G44	2293
G39	G22	2292
G6	G40	2291
G27	G50	2290
G31	G41	2289
G42	G24	2288
G40	G17	2287
G13	G6	2286
G28	G32	2285
G27	G49	2284
G32	G45	2283
G41	G43	2282
G2	G1	2281
G33	G18	2280
G32	G41	2279
G29	G41	2278
G45	G32	2277
G24	G22	2276
G39	G5	2275
G11	G24	2274
G20	G28	2273
G23	G19	2272
G37	G4	2271
G42	G39	2270
G2	G50	2269
G13	G28	2268
G18	G50	2267
G28	G19	2266
G2	G18	2265
G17	G48	2264
G33	G46	2263
G26	G6	2262
G41	G38	2261
G35	G28	2260
G35	G32	2259
G8	G19	2258
G1	G15	2257
G7	G31	2256
G40	G24	2255
G44	G40	2254
G7	G41	2253
G7	G3	2252
G49	G29	2251
G11	G37	2250
G5	G1	2249
G22	G32	2248
G44	G50	2247
G13	G40	2246
G35	G49	2245
G43	G21	2244
G2	G29	2243
G29	G31	2242
G6	G31	2241
G1	G28	2240
G17	G31	2239
G28	G15	2238
G14	G3	2237
G50	G31	2236
G30	G33	2235
