TF	target	importance
G39	G45	86.09205483534438
G14	G10	67.74871295167317
G21	G22	61.565383288447215
G8	G29	58.296587883881614
G45	G39	57.16882689180995
G50	G33	56.717523079011514
G8	G21	56.5451644144098
G16	G10	55.57255586038194
G50	G3	54.727649202608745
G44	G43	54.418440429610435
G12	G10	53.05674964144382
G21	G23	52.70473850358915
G23	G21	52.20076205847333
G33	G48	50.50598509501149
G38	G21	50.382014180023376
G39	G43	48.940762316478114
G12	G4	47.80970747806058
G33	G3	45.83508773798254
G24	G40	45.275231546644584
G6	G49	44.209236304546444
G3	G50	43.9043600849241
G36	G38	43.24709084131968
G22	G21	42.77135658060097
G23	G22	42.20801473225481
G41	G45	42.13778718253091
G30	G49	41.693995773685906
G50	G48	41.6023740873584
G36	G21	41.14947851576139
G16	G19	40.188168758474134
G42	G45	39.26603021169241
G25	G26	39.191180417202176
G19	G33	38.88236482146998
G26	G21	38.23117670147742
G30	G6	38.06231471148288
G6	G47	38.011132728245244
G4	G43	37.976637491020234
G33	G50	37.90262683811857
G31	G10	37.197579144223575
G19	G2	36.84614081699432
G38	G22	36.772323328043555
G1	G3	36.65476708430327
G35	G45	36.31708253816214
G14	G16	36.02353564619549
G1	G43	35.77714177667306
G29	G8	35.77009208408849
G9	G13	35.681101647940366
G43	G45	35.29161404745703
G40	G38	34.93872987380687
G16	G2	34.87845207035445
G40	G36	34.66479608155273
G45	G43	33.56332863395663
G38	G8	33.51276163594607
G49	G33	33.45473137084171
G1	G44	32.99373789279948
G5	G9	32.90613630934964
G10	G14	32.899716334207895
G38	G36	32.84426683499053
G26	G28	32.735306077033464
G10	G12	32.71086992458195
G23	G34	32.659328954676404
G14	G2	32.45398076449975
G21	G34	32.43892464677015
G34	G22	32.08072597742959
G4	G12	31.95653721639983
G47	G6	31.943721020857335
G8	G38	31.869022249681514
G6	G30	31.806514476882803
G12	G16	31.70664189243947
G14	G12	31.475838364388352
G3	G33	31.340060190743586
G16	G14	30.61809548796986
G21	G38	30.497640340566985
G10	G16	30.487932872002034
G43	G44	30.349931980473922
G49	G6	30.180627288412612
G7	G31	29.843907934358278
G47	G46	29.630709724530664
G12	G14	29.607247321995505
G43	G39	29.339055818862846
G42	G39	29.244175163179786
G19	G6	28.992273082399986
G6	G46	28.85192807452045
G13	G9	28.79578391062685
G34	G21	28.723537472482064
G47	G33	28.569514295049053
G21	G26	28.467703103276342
G22	G26	28.07355411226482
G7	G13	27.947979841744573
G4	G31	27.565691633124768
G12	G38	27.48431192501776
G12	G40	27.415620536895766
G40	G24	26.89756848774629
G5	G13	26.840289601547394
G22	G36	26.732669363003964
G8	G36	26.724044102075673
G22	G23	26.539998297308284
G33	G44	26.349518038003033
G17	G38	26.328233557730897
G45	G41	26.163870805535
G9	G5	26.153910095244445
G13	G5	26.143698780629748
G30	G28	26.11558989276794
G23	G26	26.031577487151992
G4	G10	25.76869172680722
G48	G7	25.684591379254908
G36	G8	25.668957672092528
G21	G4	25.572300794938158
