edge_name,SCRIBE,GENIE3,PPCOR,GRNVBEM,SCODE,PIDC,LEAP,GRISLI,GRNBOOST2,SINCERITIES,edge_exist
G15_G38,0.106590995583107,0.0148120035404833,0.0,0.463694,1.08396711203283,1.0586738040862589,0.171822743750696,1196.0,1.7708823217085603,0.0267997369092998,0
G15_G15,0.0,0.0,1.0,0.531606,1.20994599840097,0.0,0.0,2042.0,0.0,2.23659823391161e-35,0
G15_G7,0.037451602093648,0.0069223015161816,0.0,0.411839,0.608957542663234,0.4338633947418837,0.184425916163947,565.0,1.8118932185253176,0.0,0
G15_G42,0.0822484707793312,0.0161779277591357,0.0,0.533762,0.2126111522543,0.0262231718924967,0.181054414068367,1247.0,0.0503062973691368,0.0,0
G15_G9,0.090314006910663,0.0109849679471025,0.0,0.538457,1.21252505814439,1.2464274665899182,0.185365849635573,2066.0,3.3400779694785547,0.057520929770096,0
G15_G36,0.001048951048951,0.0900763308715069,0.0,0.309219,0.256672375780193,1.8914484323946672,0.520064996916344,482.0,30.219269384284893,0.0426160353675859,0
G15_G43,0.077541056050036,0.0273817411926758,0.0,0.875743,2.4670837780893,1.864447593056,0.290178775558584,2305.0,8.945938918298673,0.0135135287670784,0
G15_G12,0.0285537225087921,0.0195125441412897,0.0,0.876965,1.8713701932662,1.2584386176520983,0.352350365180909,2037.0,6.787131593375515,4.00104500526608e-35,0
G15_G23,0.0811826326219253,0.0769189428290301,0.0,0.365212,1.63386663774117,1.780054085266898,0.484995413613629,1442.0,31.85194863297584,0.0021056694786962,0
G15_G44,0.0538033844393334,0.0222650500694932,0.0,0.418352,0.60426663384566,1.5234943251374422,0.445987852346484,1933.0,7.551760846969287,0.0108277201459638,0
G15_G50,0.0059808931858616,0.0118583182773749,0.0,0.293378,0.0947379043900436,1.027851999407201,0.244906500132947,35.0,2.230438655911992,0.0242586098534537,0
G15_G39,0.0523500056647183,0.0225062826958197,0.0,0.35314,0.975484880728048,1.5586122548383237,0.18856672589066,2403.0,3.1402035335079863,0.0929959899003888,1
G15_G26,0.0502599359272753,0.0114389278640288,0.0,0.312338,0.126798528953555,1.2390362899774436,0.223014645089465,2017.0,2.891991499039112,0.0,0
G15_G17,0.090201076915574,0.0123322608090998,0.0,0.318802,1.11687802821977,0.5224404573219726,0.210088200441883,905.0,4.249465471742404,0.14496947071225,0
