edge_name,SCRIBE,GENIE3,PPCOR,GRNVBEM,SCODE,PIDC,LEAP,GRISLI,GRNBOOST2,SINCERITIES,edge_exist
G86_G86,0.0,0.0,1.0,0.924304,2.46756740450774,0.0,0.0,7758.0,0.0,0.0,0
G86_G53,0.0430659913157285,0.0052497277516269,0.0,0.399237,0.848779327827415,1.3262376068104245,0.253097834166769,1268.0,2.328112817893803,1.5967935678781e-36,0
G86_G55,0.116318235998615,0.0177979565288929,0.0,0.746333,0.20774529570985,1.0752987578116162,0.438351938029004,6412.0,10.367204250669252,0.0,0
G86_G99,0.0064940242402053,0.0050984098968405,0.0,0.654546,0.11603570235493,0.9522059096672914,0.24102555169213,4475.0,0.061355181993538,0.0808778827722503,0
G86_G95,0.053032382516713,0.0080502067490743,0.0,0.425021,1.05352455284497,0.5619259777298016,0.220369101688481,7082.0,2.3759193850402025,0.0,0
G86_G39,0.0300261881935627,0.0037270899664439,0.0,0.43377,0.0579156571388332,0.4319974508833494,0.151762588874581,1428.0,1.8787756447392376,1.64184587194945e-36,0
G86_G17,0.0504393690030966,0.0146896303584596,0.0,0.406135,0.75522945736345,0.9018157707806004,0.459430194031161,9523.0,2.476183726399427,0.0,0
G86_G31,0.120593741319218,0.0079695962565677,0.0,0.869766,1.77502085198168,1.6514265160577932,0.332057541233191,5551.0,2.64547974887605,0.0,0
G86_G97,0.0073570087411919,0.0126047054309697,0.0,0.335621,0.788207466251443,1.9016061728802365,0.230587807089505,5003.0,4.134950912722911,0.0,0
G86_G48,0.0224923674399967,0.0027462991906601,0.281363775821512,0.34704,0.473710164452508,0.251816851240405,0.212844952457086,201.0,1.3370265870506512,0.0,0
G86_G59,0.0575940421594664,0.0143644361924887,0.0,0.308645,0.239119079723359,1.7035313894732051,0.430550299854203,1086.0,4.339237370674711,0.0918027496812893,0
G86_G66,0.088350702078964,0.0160669879044507,0.0,0.795648,1.02950854933198,1.8302879561490784,0.365654666703746,4783.0,2.338894711697165,0.0,0
G86_G6,0.0433550251278709,0.0077189697834506,0.0,0.335002,0.233346264874701,0.5403235788352462,0.158213059087786,2309.0,1.870483293798494,0.0188468964216168,0
G86_G52,0.0949875220892334,0.0330092303821275,0.0,0.913869,0.415948016660674,0.9278036437659224,0.411775986883266,4285.0,11.840228033444092,0.0,0
G86_G46,0.0072333542490025,0.0023568591536722,0.0,0.304728,1.53737132984945,1.4731232304139217,0.352523646422758,7620.0,1.0600273708126515,0.0,0
G86_G24,0.0259408344606645,0.0064772536785133,0.0,0.911797,0.484834832253947,0.6575124903104278,0.220958214354758,1926.0,0.1885517765155542,0.0,0
G86_G47,0.050750005852561,0.0048688030526634,0.0,0.411359,0.470431714036328,1.2470212302706565,0.229209827069403,2574.0,0.8773592507310266,0.0,0
G86_G76,0.106828513131242,0.0045001755367042,0.0,0.495982,0.384126881802979,0.6711591178602888,0.157733879169636,2642.0,0.6495179069867654,0.0018671120419134,0
G86_G72,0.105017735950069,0.0075977997381139,0.0,0.34666,1.42402416739016,1.600241411994464,0.348333129629448,4218.0,0.8878169479756035,0.0,0
G86_G10,0.0409268886016495,0.0019007889086661,0.0,0.36511,0.781490456886664,0.6120578998966861,0.253592220434556,736.0,0.8056188017245428,0.0,0
G86_G1,0.0239082139744575,0.0044055751436733,0.0,0.500646,2.70895656744229,0.7975078327516574,0.286634179939325,9413.0,1.7762590203199369,0.0,0
G86_G29,0.0732593273192956,0.0041155958036673,0.0,0.373153,0.175958799581167,1.053937288146987,0.210620279463452,4983.0,0.3881350509760138,0.0,0
