edge_name,SCRIBE,GENIE3,PPCOR,GRNVBEM,SCODE,PIDC,LEAP,GRISLI,GRNBOOST2,SINCERITIES,edge_exist
G86_G86,0.0,0.0,1.0,0.463772,0.121306877282425,0.0,0.0,6232.0,0.0,0.0,0
G86_G53,0.0450740035332023,0.0038146449269549,0.0,0.426163,0.243245925267176,0.5938596928729653,0.24578090638443,6922.0,0.6142524835296548,0.0029036302219115,0
G86_G55,0.0081632197613458,0.033715529446044,0.0,0.433826,0.611860143619073,1.7857987498880306,0.244781272501446,5983.0,9.090810181386688,1.21211917822897e-36,0
G86_G99,0.0056859034818031,0.0055051732003312,0.0,0.421865,0.179615314129453,0.6715056097573562,0.167463026158533,5302.0,0.1881114806810979,0.0,0
G86_G95,0.0441627905623402,0.0019777046984088,0.0,0.422337,1.02539094634786,0.5878241682301344,0.314874583885963,9100.0,0.5316215435456653,0.005696310785988,0
G86_G39,0.0520186355835057,0.0088097371167863,0.0,0.610782,0.261285426251248,1.0996186948475586,0.252445709018996,1536.0,3.06963451703671,0.0,0
G86_G17,0.0446851477927474,0.0046873481821777,0.0,0.53137,0.159610604959432,1.0387239408662805,0.304299454030097,5996.0,0.5077201500670697,0.0,0
G86_G31,0.0233437623597884,0.0058560342054128,0.0,0.522267,0.518208692393156,1.7381657689977985,0.282553930630248,4009.0,1.7086347174594445,0.0,0
G86_G97,0.0571371670014245,0.0018719647353655,0.0,0.42478,0.46265872261094,1.2346725653405366,0.186004920413416,6068.0,0.1367772394124454,0.0,0
G86_G48,0.0038287062524852,0.0072805242605962,0.0,0.445662,0.33469895056432,1.380875181816241,0.171905698649728,5921.0,0.4530750774335327,0.0,0
G86_G59,0.0150470056163038,0.0389163549712946,0.0,0.421947,0.0309996615009939,1.931330304769581,0.466772600295463,8501.0,13.493022608994451,9.57619687932646e-37,0
G86_G66,0.0228308178216187,0.0038697090239883,0.0,0.439764,0.077290013056823,0.3560114748510383,0.188395171208347,5703.0,0.3465698746956548,0.0,0
G86_G6,0.023550215664046,0.002647423080376,0.0,0.671933,0.168262516744615,1.374018360137999,0.231977793565404,5978.0,0.3952383536188992,2.35184889599707e-37,0
G86_G52,0.142863579426083,0.0112080348455339,0.0,0.453937,0.051581614075252,0.9368208594417728,0.219678208843665,5927.0,2.5010375748704123,0.0373970164193645,0
G86_G46,0.061341236377199,0.0029677358753693,0.0,0.432034,0.271794377305578,1.4798564243951264,0.28228981518609,6540.0,0.6253565657112147,0.0060148295556809,0
G86_G24,0.0829829862114544,0.0028649078028897,0.0,0.422812,0.420494248888282,1.1119266481395154,0.339639074491056,4978.0,1.622153001301316,0.002472146265401,0
G86_G47,0.132205280851767,0.0030645949353536,0.0,0.422349,0.586738621148004,0.7285785179623471,0.284051927992138,7545.0,0.7518899564578545,0.0115655485382331,0
G86_G76,0.0486642007577198,0.0052050591967694,0.0,0.433249,0.0736359821036154,0.7916022181874339,0.16308397148216,3402.0,1.4303304428054546,0.0,0
G86_G72,0.0879327282479005,0.0043969039963332,0.0,0.478491,0.469698802293123,0.7433364130078367,0.244053214863674,9713.0,1.334006983657544,0.0052705963512989,0
G86_G10,0.0903047838410402,0.0100463971568659,0.0,0.451999,0.642021631486231,1.5768853140486048,0.376731561302673,9853.0,3.165061702633795,0.0347133303169664,0
G86_G1,0.0388824041608,0.0056154899531997,0.0,0.434469,0.0798444485124411,1.3881251603517528,0.285999443824463,1008.0,1.6620452540518311,0.0,0
G86_G29,0.0512303813933586,0.0043534023341595,0.0,0.43053,0.173499405491371,0.8483852428415783,0.194858210717364,5633.0,0.6443838009546746,3.47876403712803e-37,0
G86_G70,0.0456640000844793,0.0096987824764003,0.0,0.460252,0.203854956155244,1.942939763675605,0.287242130971685,1331.0,2.408377749759419,5.0576634109897895e-36,0
G86_G65,0.045460479079087,0.0032496422221992,0.0,0.457407,0.270347372145967,1.1778193465788758,0.168571624310137,3307.0,1.979958742688712,0.0,0
G86_G7,0.024087716160472,0.0037004758949721,0.0,0.437509,0.78619024424785,0.8525928832863156,0.240369179324006,8213.0,0.3303331954188827,0.0012528998442002,0
G86_G79,0.0171082424727773,0.0124962285885386,0.0,0.425812,0.0215560817338975,1.1318626158292446,0.217832893571941,88.0,2.592976060654109,0.0,0
G86_G85,0.0214697997061633,0.0075217387983469,0.0,0.442408,0.1531122082642,0.8874015827930178,0.126887078306057,4109.0,0.3161827778370676,0.0,0
G86_G98,0.0119433141382154,0.0086119028450298,0.0,0.423069,0.0283230695778372,1.8739046818704663,0.294331108955939,6122.0,2.253681081230174,0.0020716868188967,0
G86_G51,0.191927456081613,0.0023597957537943,0.0,0.424672,0.569319334098106,1.0691241065888382,0.342703260657278,5089.0,0.2843875367114053,3.65442463322989e-37,0
G86_G71,0.0737260168200597,0.0053374094031031,0.0,0.420088,0.440816197493518,0.4470472280141541,0.256084058040103,4578.0,0.2883297358138125,0.0,0
G86_G23,0.0267270451215922,0.0037088733257764,0.0,0.467175,0.291885479921773,0.6350841640031263,0.175122568443358,5392.0,0.2563885804453295,0.0,0
G86_G35,0.0168229834038724,0.0094288936868998,0.0,0.440797,0.302901842177001,1.5007792281275032,0.175860167155645,3561.0,1.1966000977897189,0.0018616817234003,0
G86_G11,0.0057983258196481,0.0113341179112768,0.0,0.412523,0.0008377143710981,0.91296748723343,0.141446461115847,757.0,0.2139787025943405,2.2283575028599e-36,0
G86_G68,0.0272980052790255,0.0085246404872079,0.0,0.436707,0.103258831081033,0.7528322481444572,0.212918051571015,2698.0,1.0792341769309457,1.00652769179694e-37,0
G86_G93,0.0525845769512331,0.0335436910930374,0.0,0.431574,0.37731695298784,1.9669806506184904,0.533267211333164,8408.0,13.041678181507036,2.08602042205489e-36,0
G86_G77,0.0357944700882916,0.003348212605844,0.0,0.424009,0.305854183061167,0.6905726426244572,0.168344404299679,4447.0,0.4594124449574416,0.0,0
G86_G19,0.0616963050476712,0.0027775035529854,0.0,0.433971,0.23518932305039,1.0580875719952108,0.167344555572833,6004.0,0.2169238971934575,0.0,0
G86_G78,0.0481716618690697,0.0042752010002461,0.0,0.473251,0.941443652113206,0.2159286100456725,0.290882024819696,9782.0,0.7296057955365057,5.34138144765149e-37,0
G86_G5,0.0010726101386572,0.006375501163186,0.0,0.437884,0.0485715695985902,1.488111648227723,0.272630072168111,6178.0,0.6869662540190392,0.0025298684793598,0
G86_G88,0.023165131151029,0.0087092700812821,0.0,0.459199,0.256923347140213,1.0148359749801712,0.218889350321434,2749.0,0.6965765037152932,3.30045959273117e-39,0
G86_G49,0.114316792499401,0.0085230171525305,0.0,0.546433,0.354677291888643,1.2040558360410236,0.247624758281566,4918.0,3.422681410118196,0.0023920299864443,0
G86_G73,0.0398376815495267,0.0069169843980508,0.0,0.508383,0.0846951790203554,1.1168250710544894,0.309418790478958,213.0,0.7209507225231298,6.31433452625544e-36,0
G86_G18,0.0205692933137696,0.0238552128611424,0.0,0.420785,0.208018804652725,0.7130360373622645,0.314982305023258,4814.0,9.836451661309738,0.0036599837161039,0
G86_G89,0.0017718752703365,0.0672213204082496,0.0,0.554823,0.446901732890272,1.8066393552399145,0.619234234009277,7519.0,43.184965439188,0.0072170576180571,0
G86_G74,0.0154216197080634,0.0025434991074956,0.0,0.426927,0.111690788923,0.4649413909991103,0.376308902796359,1546.0,0.4104975582532826,0.0018220686078446,0
G86_G67,0.0362599038653419,0.0181638309509088,0.0,0.43164,0.205471772719133,1.961745103696379,0.198769731577408,3489.0,4.74698146186882,0.0,0
G86_G13,0.0345232066606697,0.0036209573987643,0.0,0.561195,0.124146325087344,0.4249858478655126,0.281270855032799,1816.0,1.3414075346524923,5.66899302396964e-37,0
G86_G45,0.105635807436701,0.0064744816076466,0.0,0.430304,0.905905409029563,1.3273986261104955,0.354304296443134,9953.0,1.117986216430855,0.0094898491687388,0
G86_G100,0.0409411935399899,0.0030160579053263,0.0,0.427522,0.238136493621578,0.6157676531962741,0.3712143129181,7164.0,0.2778768784874865,2.08946431553356e-36,0
G86_G15,0.1126927129869,0.0042613016442305,0.0,0.605095,0.248847900303612,0.900822734555673,0.205325748719966,5635.0,0.0503218457774932,0.0022211818831085,0
G86_G94,0.0232398941183843,0.0077240289203193,0.26685867786591,0.428283,0.12766142414211,0.6772409843420352,0.0910382646244039,9448.0,1.3314398339291789,2.91915614699951e-37,0
G86_G36,0.0394816762166988,0.0025675563088455,0.0,0.489791,0.193239645781381,0.7651956759132115,0.231353237001602,9592.0,0.133545432118216,0.0231472056508085,0
G86_G43,0.120608673162651,0.0089387121160891,0.0,0.488307,0.399817002059975,1.5305371388733011,0.380210242677528,6516.0,1.5536209812251842,0.0029388136108403,0
G86_G12,0.0479179734874691,0.0084121305795584,0.0,0.438895,0.0499179230974163,1.6535299106306955,0.209651415384251,3846.0,1.2004105124618814,1.33417498354131e-36,0
G86_G63,0.0343576294014878,0.0109857261045353,0.0,0.432533,0.542542005994756,1.559975084282159,0.200913673924885,4537.0,4.619705778953183,0.0087911178484306,0
G86_G44,0.0217307043006001,0.0028902252416993,0.0,0.432749,0.8998438113849,1.019512401366704,0.19781132549703,6076.0,0.8872701792001209,4.39402424372418e-37,0
G86_G50,0.0326015985258541,0.0471807931343192,0.0,0.626977,0.631590930982357,1.8235566878983045,0.49556375344605,7768.0,27.29501956568855,2.99835904083396e-36,0
G86_G34,0.0328889007657538,0.0052814051550555,0.0,0.475975,0.141860707198855,0.4146718495447246,0.202452563794838,1467.0,1.1263259290435217,0.0470206014472608,0
G86_G26,0.0502410515327089,0.0045376282263727,0.0,0.422496,0.233398330185063,0.7989457814439134,0.188221243800539,6926.0,0.3393142344940368,0.0026492924410844,0
G86_G92,0.0249647517804755,0.0057402517061537,0.0,0.424674,0.128713996268805,1.5279671794246332,0.314044760611031,4005.0,0.3848400531535212,0.0013733794909393,0
G86_G37,0.0409659886600348,0.0056988752925436,0.0,0.433274,0.144920420995528,1.2783202382008874,0.261429091162758,3755.0,1.2546829808524371,0.0167149265060051,0
G86_G54,0.0299948785209725,0.0087727741001962,0.0,0.427009,0.191061293123974,0.993596626267406,0.126962148478911,8072.0,0.4504865177384548,0.0033345835763623,0
G86_G60,0.124099209898124,0.0058851951925148,0.0,0.440946,0.210008027534945,1.3186144189971567,0.241938964440126,6037.0,0.8096165760394448,0.0032857724086833,0
G86_G20,0.129851972416448,0.0067361948718526,0.0,0.422963,0.0246618367251069,1.6876045422966044,0.25573880527975,4526.0,4.606341695945071,0.0,0
