SourceGENES,TargetGENES,Interaction,Edges
G16,G30,4.05550072798943,repression
G16,G3,1.10092841363282,repression
G13,G30,1.06668862056264,repression
G5,G17,1.04321241471037,repression
G16,G15,1,activation
G16,G9,0.971602323834389,repression
G16,G41,0.887409003456831,activation
G16,G22,0.872970132741951,repression
G16,G10,0.838690173506641,activation
G9,G21,0.835501175734411,activation
G16,G24,0.826021676795762,repression
G16,G43,0.816950001493561,activation
G44,G17,0.78390027155939,activation
G11,G30,0.754508096087666,activation
G16,G50,0.679958446239026,repression
G16,G38,0.67932768338753,repression
G1,G17,0.640056074135118,repression
G16,G47,0.637992524922422,repression
G16,G12,0.6197656936659,activation
G5,G21,0.596702474427457,repression
G16,G27,0.532481070985245,activation
G16,G31,0.518711049544517,activation
G16,G37,0.498111594441452,repression
G16,G4,0.491966445025144,repression
G16,G40,0.448483348289502,activation
G20,G30,0.44165502781093,activation
G16,G6,0.436147272142841,repression
G13,G41,0.431721790594641,activation
G9,G17,0.409950041231767,activation
G13,G22,0.409318492928205,repression
G13,G47,0.400781436309513,repression
G16,G11,0.400475586329245,repression
G44,G21,0.390617318394509,activation
G13,G3,0.389304948759739,repression
G8,G17,0.379878730462393,activation
G13,G42,0.372940246059832,repression
G1,G21,0.363025488539372,repression
G13,G43,0.353042474716953,repression
G13,G46,0.346392390310161,activation
G16,G36,0.325725894009149,repression
G21,G21,0.323373475352924,activation
G13,G39,0.300021308396983,activation
G16,G45,0.298536445754608,activation
G16,G42,0.296222718773446,repression
G11,G10,0.295288326956538,repression
G13,G12,0.292941234891249,repression
G13,G24,0.29025412839448,repression
G9,G8,0.286929611894757,repression
G13,G10,0.286805656584018,repression
G13,G38,0.283700741836771,activation
G13,G40,0.278595153769122,repression
G9,G10,0.277049374375463,repression
G13,G15,0.269591709923068,activation
G16,G26,0.268317486017227,repression
G16,G1,0.268078979507274,activation
G8,G21,0.265182835560953,repression
G13,G50,0.24642688186101,activation
G9,G19,0.238334750593731,activation
G5,G48,0.237319212834677,repression
G16,G25,0.229954207367797,repression
G5,G49,0.228208656188376,activation
G21,G17,0.226026031243032,repression
G13,G37,0.221070724003843,repression
G13,G31,0.207497277714068,repression
G11,G15,0.199398526172678,activation
G11,G50,0.196368569198338,repression
G9,G28,0.190950540786053,repression
G13,G11,0.180329547340014,activation
G13,G9,0.17898787397197,repression
G11,G24,0.176112652726217,repression
G20,G10,0.175417497178597,repression
G9,G7,0.173993401436873,activation
G44,G48,0.170639795219886,activation
G9,G1,0.170240835066694,activation
G9,G30,0.1676380364666,activation
G11,G12,0.163756949197006,repression
G5,G2,0.163391891093836,repression
G44,G49,0.161862358923301,repression
G13,G29,0.160269504190979,repression
G1,G48,0.159598512823939,repression
G9,G44,0.158951692614326,repression
G9,G33,0.158323166400209,activation
G9,G49,0.15475189854948,repression
G1,G14,0.154024151663002,activation
G5,G18,0.152384068864976,repression
G11,G31,0.149180382679438,activation
G9,G50,0.148219408854877,activation
G1,G49,0.146494487985917,activation
G16,G46,0.143074573653613,activation
G9,G2,0.141259636837613,repression
G11,G3,0.140276562054339,activation
G5,G23,0.14001733247086,activation
G11,G38,0.13982948154837,repression
G11,G1,0.137473288741711,activation
G13,G27,0.136121515202575,repression
G9,G34,0.135905825257949,activation
G5,G13,0.135575491649913,activation
G5,G14,0.134435264515199,repression
G16,G39,0.13196998353979,activation
G16,G28,0.131564452648584,activation
G11,G28,0.131395486515156,repression
G11,G27,0.128846987163963,repression
G1,G2,0.127794176571547,activation
G13,G36,0.127391087401394,repression
G13,G6,0.12059482631584,activation
G11,G6,0.120156945228644,activation
G9,G45,0.118001818545968,repression
G20,G50,0.117614096438937,activation
G20,G15,0.116973736436769,repression
G11,G45,0.115897130722726,repression
G44,G13,0.114878315203619,repression
G1,G18,0.113012176721368,activation
G9,G31,0.11108907237734,activation
G11,G9,0.109848607599536,repression
G44,G23,0.109077519030393,repression
G20,G24,0.106004822217151,repression
G9,G12,0.105261926141605,repression
G44,G18,0.10461873435683,repression
G11,G44,0.102771829185126,activation
G13,G25,0.102492932425574,repression
G16,G44,0.102101884731092,repression
G44,G2,0.10156402073395,repression
G9,G48,0.101103136970387,activation
G20,G12,0.101041884105802,repression
G21,G8,0.0993671106348288,repression
G13,G28,0.0977320107645418,activation
G8,G48,0.0976407636866015,repression
G5,G20,0.096372034794188,repression
G8,G14,0.0956209916746929,repression
G13,G26,0.0940662373329626,activation
G8,G49,0.0934306795745689,repression
G13,G45,0.0932455807980171,activation
G18,G17,0.090205958136386,repression
G20,G31,0.0901435141701547,repression
G8,G2,0.086738930026581,activation
G9,G6,0.0865100071477679,activation
G5,G33,0.0861954526412172,activation
G20,G3,0.0861587440996441,activation
G20,G38,0.0860591892016588,repression
G1,G13,0.0859428024412476,activation
G1,G23,0.0839530948711369,activation
G44,G20,0.0826614257879356,activation
G9,G5,0.0823875364872043,activation
G21,G19,0.0818545255970486,activation
G23,G30,0.0800725241697774,activation
G20,G28,0.0793790798808329,repression
G5,G32,0.076626418403589,repression
G11,G7,0.076182238187383,activation
G11,G43,0.076124635207989,activation
G5,G8,0.0760684738386768,repression
G20,G1,0.0759767467347897,activation
G13,G7,0.0756951715632661,repression
G20,G27,0.075244047727096,repression
G9,G27,0.0746258480026809,repression
G44,G14,0.0743512510474257,activation
G21,G10,0.0734944322348541,activation
G44,G32,0.0720349981007233,activation
G20,G6,0.0705456647412427,repression
G9,G24,0.070445385229,activation
G8,G18,0.0704338444342299,activation
G21,G49,0.0703612028938774,repression
G20,G45,0.0683932807700913,activation
G11,G47,0.0669279969761481,repression
G11,G36,0.0659362766216431,activation
G13,G16,0.0657145251557919,activation
G9,G15,0.0645734289342728,repression
G11,G22,0.0624520765148824,repression
G9,G18,0.0623311203789748,activation
G11,G26,0.0616439177853103,repression
G13,G34,0.0614642012615683,activation
G20,G9,0.061271532309567,repression
G5,G35,0.0606187586972413,activation
G11,G41,0.0604902595161178,repression
G21,G2,0.0598834254808267,repression
G21,G33,0.0588389227805359,repression
G43,G30,0.0587845404396106,activation
G5,G5,0.0587257947752046,activation
G39,G30,0.0580202914729976,activation
G16,G29,0.0567586314114242,repression
G21,G28,0.0567260141422216,activation
G5,G19,0.0558810977992045,repression
G21,G7,0.0553964243589503,activation
G44,G35,0.0550331076397559,repression
G8,G8,0.0545407397968174,activation
G1,G33,0.0540782042180901,repression
G1,G8,0.0537724050214194,activation
G21,G48,0.0537503208741039,activation
G20,G44,0.0535162664535241,activation
G1,G20,0.0532990776462881,activation
G44,G39,0.0522268621984926,activation
G44,G33,0.0519042912816311,activation
G20,G43,0.0501577011677978,activation
G20,G7,0.0492234685977486,activation
G21,G1,0.0487204911659499,repression
