edge_name,SCRIBE,GENIE3,PPCOR,GRNVBEM,SCODE,PIDC,LEAP,GRISLI,GRNBOOST2,SINCERITIES,edge_exist
G86_G86,0.0,0.0,1.0,0.876864,0.730031922372691,0.0,0.0,9773.0,0.0,0.0,0
G86_G53,0.0472980731372267,0.0093227123723009,0.0,0.31629,0.0912831798107907,1.0728342502791124,0.118574687695949,4289.0,0.0158412375470065,0.0,0
G86_G55,0.0826884931512655,0.0020348629585266,0.0,0.391535,0.34689967896508,0.944977511478509,0.201682709539494,9570.0,0.4858949514537829,7.08414639692736e-37,0
G86_G99,0.0862584370087025,0.0049198541070774,0.0,0.917181,0.371929738459756,1.1443506113151256,0.243843993838353,5703.0,0.7622205364670886,0.0440055105405,0
G86_G95,0.0495426140274587,0.0127617634934824,0.0,0.603388,0.176201629656354,1.1938258560846275,0.120439783137337,4665.0,1.468532780076292,0.0,1
G86_G39,0.0379998949840027,0.0245139842518861,0.0,0.424273,0.535756001444711,1.92492745440562,0.294616412455075,8373.0,13.436659887958593,0.0,0
G86_G17,0.0369554850637955,0.0139155462405001,0.0,0.808584,0.905717325208647,1.5811024633517676,0.249238036679877,9803.0,6.030072527464619,0.0,0
G86_G31,0.0386754199452526,0.010100009090932,0.0,0.616039,0.065032493289383,1.1418974869363798,0.221615554347929,5659.0,3.089371551703078,1.2933850890089398e-36,0
G86_G97,0.0231605541790685,0.0057874925086995,0.0,0.27944,0.0591147121611474,0.2735569502166731,0.293421880470841,61.0,0.5949826058288646,0.0008204206815558,0
G86_G48,0.0366662738048579,0.0088935109422933,0.0,0.330902,0.443991966061632,1.7086189510273084,0.320691753986426,9850.0,0.5813085923776219,0.0431909485604078,0
G86_G59,0.0802901898817685,0.0046031979527617,0.0,0.257679,3.18691128348734,0.4927347541303405,0.182137165978668,9853.0,0.6752754619495221,6.9391552026605e-36,0
G86_G66,0.0464947967721915,0.0025075472107135,0.0,0.324627,2.44235197601868,1.4350060229375845,0.24951013129075,9383.0,0.7671128393638864,0.0423549732724809,0
G86_G6,0.0209260304881107,0.0032229659006029,0.0,0.291619,0.406320406393105,1.4024973568780918,0.256329157224641,4200.0,0.2721750613610671,0.0,0
G86_G52,0.110007540529176,0.0082975839706802,0.0,0.456814,0.182158929506762,1.814258828531455,0.391282943884907,2852.0,3.5723213270724536,0.0,0
G86_G46,0.0245784075966023,0.0171801589772234,0.0,0.436851,0.366447078167964,1.2965012477137166,0.244992398045329,8237.0,2.02769138866658,0.0,1
G86_G24,0.0337644740288856,0.0073735615564721,0.0,0.279865,0.308124348914067,1.4125855021894878,0.164656759195729,3386.0,0.3021244052684227,0.0171550236657241,0
G86_G47,0.0161119426250492,0.0147205670820742,0.0,0.263636,1.42994912486963,1.6293855837267626,0.381847727425796,8417.0,4.547236996475219,0.0,0
G86_G76,0.000976240510177,0.0087863163387114,0.0,0.415377,0.445138899969951,1.6727302971476867,0.268924379854763,5486.0,0.5539856563120222,0.0019253756621548,0
G86_G72,0.0160309479665234,0.0290871806625464,0.0,0.253281,0.0978290720615893,1.8586941973843696,0.327314508639026,842.0,5.325449279628187,0.0,0
G86_G10,0.0216212188608557,0.0070840125390929,0.0,0.851043,0.156755615013346,0.6154689622335002,0.235761288031154,3567.0,0.7197435885503164,0.00934745822657,0
G86_G1,0.0592081306302902,0.0075501266479623,0.0,0.371163,1.26683026589743,1.3274630399611116,0.326651276866302,7638.0,5.49718849991852,0.0,0
G86_G29,0.044048799548677,0.0065406775307672,0.0,0.318181,0.0744091685248236,1.1978786038774176,0.262573190634472,1418.0,0.7597017276393891,0.0,0
G86_G70,0.180908298009582,0.0161906679558853,0.0,0.268063,0.578803150368309,1.706961390068162,0.34643524693156,4476.0,8.873638701485383,0.0,0
G86_G65,0.0980286347195213,0.0068400068205916,0.0,0.329961,1.89558866001882,1.8323488061698507,0.221432215830512,8736.0,2.8082905902610373,0.0001800340143051,0
G86_G7,0.0977596484285041,0.0109291164128896,0.0,0.269177,0.462491505650915,0.8348083743252637,0.130827071019063,3663.0,0.2626045059430469,0.0,0
G86_G79,0.0585623072153178,0.0040075414135996,0.0,0.276212,0.444118434809886,1.3069450879840974,0.218831015945503,5607.0,0.1998654109811312,0.0,0
G86_G85,0.0577688105214399,0.006502637385451,0.0,0.326762,0.682412851228002,0.5041835409412432,0.237294775167517,5345.0,0.9822726105253242,0.0,0
G86_G51,0.0243657763461528,0.0049555395584634,0.0,0.373754,0.21955243805535,0.2251399905038064,0.257909784583784,3673.0,0.366000500376956,0.0614461292262706,0
G86_G98,0.04069934716359,0.0075173052677442,0.0,0.360115,0.451880109593525,0.507319874241873,0.227691395253593,5206.0,0.1227833238156154,1.92665244461196e-36,0
G86_G71,0.069501315906747,0.007517435277824,0.0,0.272482,0.101242518647195,1.625856667666691,0.213741892942895,940.0,0.7405668188085747,0.0,0
G86_G23,0.0368066670387381,0.0054188490099263,0.0,0.914321,0.430962483063657,1.393799970226658,0.350827951499211,6053.0,0.956404810082202,0.0,0
