Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G35	G26	0.330460584256908	1.7485735199924e-05
G26	G35	0.330460584256907	1.7485735199924e-05
G42	G40	0.326994271509736	2.16575758770583e-05
G40	G42	0.326994271509736	2.16575758770583e-05
G26	G41	0.311470844624628	5.47177785908474e-05
G41	G26	0.311470844624627	5.4717778590848e-05
G26	G45	0.300831541792352	0.000100324068759832
G45	G26	0.300831541792352	0.000100324068759832
G40	G41	0.290285886104461	0.00017886258061772
G41	G40	0.290285886104461	0.000178862580617723
G12	G16	0.281506948412784	0.000284606999257426
G16	G12	0.281506948412784	0.000284606999257428
G29	G46	0.241819625124394	0.00193408442192429
G46	G29	0.241819625124394	0.00193408442192429
G24	G4	0.239986979144181	0.00209824020328508
G4	G24	0.23998697914418	0.0020982402032851
G1	G36	0.236981075685003	0.00239507271768592
G36	G1	0.236981075685003	0.00239507271768593
G28	G46	0.235837971653522	0.00251760331518001
G46	G28	0.235837971653522	0.00251760331518003
G33	G9	0.220917510102352	0.00472750073740958
G9	G33	0.220917510102352	0.0047275007374096
G47	G35	0.218741031729581	0.0051658111899533
G35	G47	0.218741031729581	0.00516581118995331
G13	G45	0.213658418477035	0.00633406757331888
G45	G13	0.213658418477035	0.00633406757331891
G23	G14	0.213068654726382	0.00648384359938107
G14	G23	0.213068654726382	0.00648384359938108
G26	G25	0.209043071515908	0.00759321846014782
G25	G26	0.209043071515908	0.00759321846014783
G19	G9	0.195900401345193	0.01247717061046
G9	G19	0.195900401345192	0.01247717061046
G33	G3	0.194173325408726	0.0132901976479406
G3	G33	0.194173325408726	0.0132901976479406
G2	G14	0.191710420374808	0.0145297461311962
G14	G2	0.191710420374808	0.0145297461311963
G35	G22	0.190463983012232	0.0151946984428983
G22	G35	0.190463983012232	0.0151946984428983
G31	G25	0.189275603336594	0.0158532410538209
G25	G31	0.189275603336594	0.0158532410538209
G33	G26	0.188409223993068	0.0163488882485902
G26	G33	0.188409223993068	0.0163488882485903
G26	G1	0.188034700726034	0.0165672905414439
G1	G26	0.188034700726034	0.016567290541444
G48	G9	0.186467334137438	0.0175090627006257
G9	G48	0.186467334137438	0.0175090627006257
G17	G45	0.185378845542012	0.018190140028649
G45	G17	0.185378845542012	0.018190140028649
G24	G38	0.185198477181764	0.0183051897617804
G38	G24	0.185198477181764	0.0183051897617805
G2	G50	0.185136482415182	0.0183448791907311
G50	G2	0.185136482415182	0.0183448791907311
G50	G10	0.182665928662349	0.0199884713732917
G10	G50	0.182665928662349	0.0199884713732918
G34	G38	0.182620518959499	0.0200198358437115
G38	G34	0.182620518959499	0.0200198358437117
G48	G28	0.181557427650939	0.0207663683060404
G28	G48	0.181557427650939	0.0207663683060405
G17	G23	0.181310398458138	0.020943241424282
G23	G17	0.181310398458138	0.0209432414242821
G28	G45	0.180792943382985	0.0213179590127934
G45	G28	0.180792943382985	0.0213179590127934
G46	G14	0.17387930825275	0.0269066481034298
G14	G46	0.17387930825275	0.0269066481034298
G39	G9	0.172537910618788	0.0281251411762346
G9	G39	0.172537910618788	0.0281251411762346
G31	G36	0.172170715147314	0.0284667934271968
G36	G31	0.172170715147314	0.0284667934271969
G39	G20	0.170638295644092	0.0299311000874134
G20	G39	0.170638295644092	0.0299311000874134
G38	G50	0.169074603315003	0.031490921641004
G50	G38	0.169074603315003	0.031490921641004
G19	G45	0.168857610532653	0.0317127408095016
G45	G19	0.168857610532653	0.0317127408095018
G20	G4	0.16853752043798	0.0320423724784097
G4	G20	0.16853752043798	0.0320423724784097
G18	G37	0.164856507738584	0.036046865248136
G37	G18	0.164856507738584	0.0360468652481362
