Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.001975	0.495055	0.004011
G2	+	G1	0.004703	0.371066	0.007160
G3	+	G1	0.003322	0.238227	0.003247
G4	+	G1	0.005100	0.302619	0.006332
G5	-	G1	-0.003436	0.433017	-0.006105
G6	+	G1	0.004246	0.420550	0.007327
G7	-	G1	-0.001406	0.290059	-0.001673
G8	+	G1	0.003396	0.453495	0.006319
G9	+	G1	0.003202	0.471163	0.006189
G10	+	G1	0.004318	0.240057	0.004253
G11	+	G1	0.001600	0.286725	0.001882
G12	-	G1	-0.000079	0.337936	-0.000109
G13	+	G1	0.001383	0.275904	0.001565
G14	+	G1	0.001381	0.487695	0.002763
G15	+	G1	0.002535	0.484468	0.005038
G16	+	G1	0.001759	0.298450	0.002155
G17	-	G1	-0.001174	0.275602	-0.001327
G18	+	G1	0.002638	0.333806	0.003613
G19	+	G1	0.000039	0.499281	0.000079
G20	+	G1	0.003422	0.193006	0.002710
G21	+	G1	0.001451	0.491319	0.002926
G22	+	G1	0.003265	0.364810	0.004888
G23	+	G1	0.006350	0.379722	0.009893
G24	+	G1	0.002080	0.349776	0.002985
G25	+	G1	0.002608	0.394266	0.004218
G26	+	G1	0.003377	0.296592	0.004110
G27	+	G1	0.007054	0.353385	0.010228
G28	-	G1	-0.000496	0.314587	-0.000641
G29	-	G1	-0.000448	0.352889	-0.000649
G30	+	G1	0.000029	0.497471	0.000059
G31	+	G1	0.010186	0.418292	0.017481
G32	+	G1	0.008740	0.378852	0.013586
G33	+	G1	0.005211	0.270610	0.005786
G34	+	G1	0.001433	0.448191	0.002636
G35	-	G1	-0.001776	0.254431	-0.001854
G36	+	G1	0.000638	0.489889	0.001283
G37	+	G1	0.000585	0.472904	0.001134
G38	+	G1	0.003914	0.362365	0.005819
G39	+	G1	0.004021	0.307446	0.005072
G40	+	G1	0.003239	0.494733	0.006574
G41	+	G1	0.002212	0.498753	0.004526
G42	+	G1	0.003636	0.318741	0.004756
G43	-	G1	-0.000908	0.476166	-0.001774
G44	-	G1	-0.000177	0.449486	-0.000326
G45	+	G1	0.001936	0.367075	0.002916
G46	+	G1	0.007856	0.423704	0.013658
G47	+	G1	0.000695	0.410867	0.001172
G48	+	G1	0.001377	0.342205	0.001934
G49	-	G1	-0.000344	0.464408	-0.000656
G50	+	G1	0.005532	0.434321	0.009858
G1	+	G2	0.000876	0.495027	0.001780
G2	+	G2	0.099190	0.998155	0.406238
G3	-	G2	-0.034245	0.482330	-0.067773
G4	+	G2	0.054519	0.796819	0.178246
G5	+	G2	0.024292	0.476531	0.047498
G6	+	G2	0.001729	0.426431	0.003025
G7	+	G2	0.029392	0.398166	0.048019
G8	+	G2	0.023393	0.500915	0.048080
G9	+	G2	0.011158	0.481293	0.022034
G10	+	G2	0.094832	0.985750	0.383559
G11	+	G2	0.007892	0.324601	0.010511
G12	+	G2	0.013813	0.405179	0.022964
G13	+	G2	0.038560	0.607929	0.096184
G14	+	G2	0.009571	0.493468	0.019379
G15	+	G2	0.020442	0.506434	0.042477
G16	+	G2	0.083325	0.982449	0.335890
G17	+	G2	0.077022	0.969343	0.306340
G18	+	G2	0.055689	0.839486	0.191819
G19	+	G2	0.001589	0.499434	0.003256
G20	-	G2	-0.004366	0.197859	-0.003544
G21	-	G2	-0.004409	0.492573	-0.008910
G22	+	G2	0.119477	0.999855	0.490158
G23	+	G2	0.069989	0.950302	0.272901
G24	+	G2	0.084374	0.986963	0.341683
G25	+	G2	0.035524	0.549691	0.080123
G26	-	G2	-0.005932	0.313754	-0.007637
G27	+	G2	0.026856	0.468228	0.051596
G28	-	G2	-0.061223	0.665027	-0.167057
G29	+	G2	0.048875	0.828712	0.166190
G30	-	G2	-0.000636	0.497645	-0.001299
G31	+	G2	0.014133	0.399020	0.023139
G32	+	G2	0.003423	0.371536	0.005218
G33	+	G2	0.053047	0.791531	0.172284
G34	+	G2	0.007356	0.460888	0.013912
G35	+	G2	0.036963	0.451138	0.068421
G36	+	G2	0.003466	0.490878	0.006980
G37	+	G2	0.007147	0.478242	0.014025
G38	+	G2	0.094385	0.996678	0.385986
G39	+	G2	0.038614	0.644400	0.102097
G40	-	G2	-0.006106	0.495848	-0.012424
G41	+	G2	0.000028	0.498352	0.000058
G42	+	G2	0.103657	0.998466	0.424663
G43	+	G2	0.000806	0.479859	0.001587
G44	-	G2	-0.020697	0.487234	-0.041377
G45	+	G2	0.014228	0.435135	0.025402
G46	+	G2	0.157628	1.000000	0.646766
G47	+	G2	0.009428	0.424879	0.016435
G48	+	G2	0.110537	0.999557	0.453343
G49	+	G2	0.002952	0.467752	0.005666
G50	+	G2	0.026309	0.500130	0.053988
G1	+	G3	0.014178	0.497876	0.028962
G2	+	G3	0.109497	0.920600	0.413605
G3	+	G3	0.132719	0.949988	0.517325
G4	+	G3	0.067840	0.569367	0.158485
G5	-	G3	-0.044902	0.479345	-0.088313
G6	-	G3	-0.008931	0.427049	-0.015649
G7	-	G3	-0.109830	0.630652	-0.284199
G8	+	G3	0.010620	0.461484	0.020109
G9	+	G3	0.012314	0.475987	0.024049
G10	+	G3	0.110974	0.774365	0.352596
G11	+	G3	0.096600	0.825609	0.327237
G12	-	G3	-0.056483	0.511451	-0.118532
G13	+	G3	0.080707	0.691132	0.228868
G14	-	G3	-0.022756	0.496408	-0.046350
G15	+	G3	0.031182	0.500173	0.063994
G16	+	G3	0.174731	0.996650	0.714537
G17	-	G3	-0.015246	0.304101	-0.019024
G18	-	G3	-0.109638	0.855347	-0.384783
G19	+	G3	0.003066	0.499449	0.006284
G20	+	G3	0.183258	0.998373	0.750704
G21	+	G3	0.042182	0.518157	0.089682
G22	+	G3	0.088743	0.827790	0.301417
G23	+	G3	0.039584	0.457577	0.074318
G24	+	G3	0.015560	0.384095	0.024523
G25	+	G3	0.007942	0.410768	0.013386
G26	+	G3	0.164190	0.993327	0.669192
G27	+	G3	0.070286	0.594430	0.171429
G28	-	G3	-0.088960	0.552677	-0.201735
G29	+	G3	0.047069	0.529485	0.102258
G30	+	G3	0.002555	0.497679	0.005217
G31	+	G3	0.145920	0.953891	0.571118
G32	+	G3	0.030405	0.400360	0.049947
G33	+	G3	0.003237	0.287274	0.003816
G34	+	G3	0.023924	0.468431	0.045983
G35	-	G3	-0.062304	0.418462	-0.106975
G36	-	G3	-0.025829	0.500300	-0.053021
G37	+	G3	0.003129	0.475589	0.006105
G38	-	G3	-0.007578	0.373044	-0.011599
G39	+	G3	0.005610	0.321187	0.007393
G40	-	G3	-0.007033	0.494840	-0.014280
G41	-	G3	-0.001218	0.498374	-0.002490
G42	+	G3	0.158659	0.992783	0.646298
G43	-	G3	-0.005531	0.479512	-0.010883
G44	+	G3	0.025251	0.474413	0.049153
G45	+	G3	0.001781	0.382182	0.002793
G46	-	G3	-0.026133	0.418305	-0.044854
G47	-	G3	-0.062426	0.498514	-0.127690
G48	+	G3	0.055817	0.577574	0.132278
G49	-	G3	-0.048858	0.505068	-0.101251
G50	+	G3	0.123653	0.732433	0.371608
G1	+	G4	0.025583	0.508155	0.053341
