Gene1	Gene2	Score
G11	G5	-0.81752920931156
G5	G11	-0.81752920931156
G47	G20	-0.816408902708286
G20	G47	-0.816408902708286
G23	G20	-0.814508330922741
G20	G23	-0.814508330922741
G46	G43	0.794810155163495
G43	G46	0.794810155163495
G20	G16	0.714348749608577
G16	G20	0.714348749608577
G47	G16	-0.704043913758919
G16	G47	-0.704043913758919
G47	G23	0.685659363081914
G23	G47	0.685659363081914
G19	G7	-0.685522577211858
G7	G19	-0.685522577211858
G17	G13	-0.663643254270116
G13	G17	-0.663643254270116
G15	G5	-0.648915991136096
G5	G15	-0.648915991136096
G20	G15	-0.636263208211854
G15	G20	-0.636263208211854
G18	G17	0.629452778422558
G17	G18	0.629452778422558
G12	G10	-0.618688054461925
G10	G12	-0.618688054461925
G18	G16	-0.616858369588289
G16	G18	-0.616858369588289
G46	G35	0.614676220272176
G35	G46	0.614676220272176
G48	G5	0.614559406097711
G5	G48	0.614559406097711
G33	G23	0.610460233062442
G23	G33	0.610460233062442
G36	G10	-0.604034287837832
G10	G36	-0.604034287837832
G46	G37	-0.602721159885364
G37	G46	-0.602721159885364
G26	G16	0.602359939945132
G16	G26	0.602359939945132
G18	G13	-0.599469084360691
G13	G18	-0.599469084360691
G43	G37	-0.599095412833434
G37	G43	-0.599095412833434
G10	G7	-0.574873771971127
G7	G10	-0.574873771971127
G26	G7	-0.563963766943428
G7	G26	-0.563963766943428
G47	G18	0.557561995470452
G18	G47	0.557561995470452
G16	G13	0.551924605574631
G13	G16	0.551924605574631
G17	G16	-0.546192637205652
G16	G17	-0.546192637205652
G34	G16	-0.543835455211661
G16	G34	-0.543835455211661
G23	G16	-0.538883683581683
G16	G23	-0.538883683581683
G48	G11	-0.537593693637031
G11	G48	-0.537593693637031
G34	G13	-0.53442200894696
G13	G34	-0.53442200894696
G7	G6	0.534246779842681
G6	G7	0.534246779842681
G35	G15	0.534061514925177
G15	G35	0.534061514925177
G20	G18	-0.528933074120874
G18	G20	-0.528933074120874
G43	G35	0.528526284618403
G35	G43	0.528526284618403
G10	G4	-0.527590235609563
G4	G10	-0.527590235609563
G15	G11	0.522874234678483
G11	G15	0.522874234678483
G47	G15	0.521394521129042
G15	G47	0.521394521129042
G36	G15	0.520064996916344
G15	G36	0.520064996916344
G48	G8	0.514735444164537
G8	G48	0.514735444164537
G33	G20	-0.507779395949891
G20	G33	-0.507779395949891
G38	G8	0.500180733630635
G8	G38	0.500180733630635
G41	G23	0.497280029372515
G23	G41	0.497280029372515
G23	G15	0.484995413613629
G15	G23	0.484995413613629
G44	G16	0.483288849700765
G16	G44	0.483288849700765
G30	G19	0.483026432313145
G19	G30	0.483026432313145
G9	G8	-0.475401729319301
G8	G9	-0.475401729319301
G30	G18	0.470354457718648
G18	G30	0.470354457718648
G35	G5	-0.469569039830409
G5	G35	-0.469569039830409
G38	G9	-0.468650826117305
G9	G38	-0.468650826117305
G37	G7	-0.468485152306432
G7	G37	-0.468485152306432
G21	G7	0.462638637617136
G7	G21	0.462638637617136
G37	G33	-0.460606671151961
G33	G37	-0.460606671151961
G23	G12	0.456670356512865
G12	G23	0.456670356512865
G34	G17	0.454998018656517
G17	G34	0.454998018656517
G5	G16	-0.452282268237303
G46	G15	0.45104861368271
G15	G46	0.45104861368271
G36	G12	0.449846320238416
G12	G36	0.449846320238416
G49	G20	-0.447010343311502
G20	G49	-0.447010343311502
G44	G15	-0.445987852346484
G15	G44	-0.445987852346484
G20	G12	-0.445056593623571
G12	G20	-0.445056593623571
G47	G17	0.44457877385777
G17	G47	0.44457877385777
G16	G15	-0.443260159747094
G15	G16	-0.443260159747094
G11	G14	-0.439449936878946
G19	G18	0.4390022839315
G18	G19	0.4390022839315
G17	G37	0.438670423542663
G5	G20	-0.434184760824213
G8	G3	0.433953147297074
G3	G8	0.433953147297074
G47	G13	-0.43305301991263
G13	G47	-0.43305301991263
G5	G23	0.431012614970383
G36	G19	-0.43086709948439
G34	G18	0.428837646865414
G18	G34	0.428837646865414
G37	G10	0.428448930766364
G10	G37	0.428448930766364
G26	G10	0.421697534891069
G10	G26	0.421697534891069
G47	G12	0.421664977156414
G12	G47	0.421664977156414
G47	G33	0.418677331251347
G33	G47	0.418677331251347
G46	G45	-0.416232369798109
G45	G46	-0.416232369798109
G48	G20	-0.41571647479494
G17	G4	0.415367831637657
G4	G17	0.415367831637657
G48	G15	-0.414778025995453
G15	G48	-0.414778025995453
G41	G20	-0.413036671790452
G20	G41	-0.413036671790452
G10	G6	-0.409282905683141
G6	G10	-0.409282905683141
G36	G45	-0.407034015670554
G48	G44	0.405853971966095
G44	G48	0.405853971966095
G44	G20	0.405121961345438
G20	G44	0.405121961345438
G20	G13	0.401538021515784
G13	G20	0.401538021515784
G39	G35	-0.401138265480663
G11	G16	0.398515389666091
G9	G7	-0.398506385084927
G7	G9	-0.398506385084927
G23	G21	0.397338354622455
G21	G23	0.397338354622455
G49	G23	0.397269636674188
G23	G49	0.397269636674188
G18	G15	0.395549814527764
G15	G18	0.395549814527764
G48	G16	-0.395422942124675
G20	G17	-0.394681383868831
G17	G20	-0.394681383868831
G48	G3	0.394477006126265
G3	G48	0.394477006126265
G44	G22	-0.393993099406263
G22	G44	-0.393993099406263
G44	G18	-0.392851942502647
G18	G44	-0.392851942502647
G19	G43	-0.391560020913402
G48	G47	0.390539797327283
G14	G46	-0.390050785412886
G13	G4	-0.388079092055668
G4	G13	-0.388079092055668
G23	G17	0.387813047404209
G17	G23	0.387813047404209
G11	G46	0.387466079456305
G30	G7	-0.387390269669151
G7	G30	-0.387390269669151
G44	G36	-0.387345343880119
G36	G44	-0.387345343880119
G13	G37	-0.387341578509183
G48	G45	0.384915569644051
G22	G14	-0.38379076461054
G47	G44	-0.383009493430652
G44	G47	-0.383009493430652
G43	G13	0.380572338386448
G18	G37	0.379431077009872
G26	G6	-0.378272484251429
G6	G26	-0.378272484251429
G16	G22	0.378079385012317
G30	G43	-0.375455003783961
G14	G38	0.373945386185005
G48	G18	0.373370042142027
G48	G37	0.372364192309355
G19	G6	-0.372209638253037
G6	G19	-0.372209638253037
G47	G34	0.372031388699491
G34	G47	0.372031388699491
G46	G48	-0.371317961414431
G11	G20	0.371285626043966
G43	G36	0.371126072799696
G26	G13	0.370666990370218
G13	G26	0.370666990370218
G26	G17	-0.370466309821845
G17	G26	-0.370466309821845
G50	G8	0.37014501992976
G8	G50	0.37014501992976
G36	G5	-0.369846673784199
G5	G36	-0.369846673784199
G36	G35	0.369159983924773
G35	G36	0.369159983924773
G6	G4	0.36896590017323
G34	G26	-0.368845154494156
G26	G34	-0.368845154494156
G21	G35	-0.367292691692427
G46	G20	-0.36547141244315
G20	G46	-0.36547141244315
G33	G16	-0.365409081654186
G16	G33	-0.365409081654186
G23	G13	-0.363910426475706
G13	G23	-0.363910426475706
G35	G11	0.361094812509662
G11	G35	0.361094812509662
G49	G16	-0.360535067646105
G16	G49	-0.360535067646105
G11	G23	-0.359318000919063
G37	G35	-0.35850234912778
G35	G37	-0.35850234912778
G44	G5	0.356978323251306
G5	G44	0.356978323251306
G5	G14	0.355370297382343
G18	G46	-0.353961718294654
G49	G33	0.353802118186697
G33	G49	0.353802118186697
G49	G15	0.352922320772391
G15	G49	0.352922320772391
G36	G4	0.352710556849434
G4	G36	0.352710556849434
G15	G12	0.352350365180909
G12	G15	0.352350365180909
G18	G43	-0.35021251634756
G19	G9	0.348751708302588
G9	G19	0.348751708302588
G34	G20	-0.348537914332201
G20	G34	-0.348537914332201
G44	G13	0.348186886812915
G13	G44	0.348186886812915
G39	G19	0.347822073321525
G21	G43	-0.347177019079837
G11	G38	-0.346701377592238
G10	G9	0.346500890214458
G9	G10	0.346500890214458
G19	G46	-0.345388867702813
G21	G46	-0.344739954159438
G33	G3	-0.344386477666931
G3	G33	-0.344386477666931
G43	G17	-0.342946821425759
G10	G46	-0.342872271024519
G18	G5	0.342329494638336
G33	G26	-0.34179069027718
G26	G33	-0.34179069027718
G23	G18	0.34077943599138
G18	G23	0.34077943599138
G41	G15	0.340342527255512
G15	G41	0.340342527255512
G10	G19	0.34006649204315
G44	G12	-0.339689352524376
G12	G44	-0.339689352524376
G48	G23	0.339615564331906
G48	G10	0.338014852224933
G33	G7	0.337855246085036
G7	G33	0.337855246085036
G39	G18	0.337820201487162
G17	G48	0.337666477872429
G33	G15	0.336856743914476
G15	G33	0.336856743914476
G37	G17	0.33677446918874
G37	G23	-0.336512407235685
G23	G37	-0.336512407235685
G16	G12	-0.336075145446379
G12	G16	-0.336075145446379
G37	G18	0.335595752751765
G41	G14	0.335528883999402
G14	G41	0.335528883999402
G50	G18	0.335200519776041
G10	G18	0.334790522774502
G46	G5	-0.334717243258668
G17	G46	-0.334628313188624
G14	G43	-0.334371321561768
G5	G34	0.334218105564308
G12	G7	0.333379019786454
G7	G12	0.333379019786454
G33	G17	0.333220263261906
G17	G33	0.333220263261906
G36	G7	0.332779599638473
G47	G26	-0.332749446003284
G26	G47	-0.332749446003284
G14	G11	-0.332645079625874
G47	G46	0.332373883568837
G46	G47	0.332373883568837
G26	G20	0.331760271397262
G20	G26	0.331760271397262
G33	G21	0.330570640869243
G21	G33	0.330570640869243
G5	G47	0.330476081875623
G10	G35	-0.329781212982608
G13	G12	-0.329104907801363
G12	G13	-0.329104907801363
G44	G17	-0.329036084121673
G17	G44	-0.329036084121673
G5	G46	-0.328870364713601
G14	G8	0.327613033288859
G34	G37	0.327602736813425
G19	G17	0.327556994255017
G46	G13	0.327387460175521
G46	G44	-0.327231649414358
G44	G46	-0.327231649414358
G48	G43	-0.327051902772587
G17	G12	0.326823315059202
G12	G17	0.326823315059202
G10	G39	0.326712521065029
G30	G37	0.326586091461202
G11	G43	0.326122371197552
G43	G39	-0.32586706239359
G39	G43	-0.32586706239359
G30	G46	-0.325776096988683
G18	G35	-0.325744353071254
G43	G5	-0.32536619593706
G48	G22	-0.32509863954487
G22	G48	-0.32509863954487
G15	G14	0.32469208968182
G14	G15	0.32469208968182
G36	G18	-0.324152932070368
G48	G38	0.323731461014292
G38	G48	0.323731461014292
G28	G22	-0.3230088110244
G22	G28	-0.3230088110244
G22	G12	0.322715375537703
G12	G22	0.322715375537703
G43	G48	-0.321734126694127
G48	G46	-0.321184446197016
G41	G29	-0.320907234442153
G48	G13	-0.320887001666671
G23	G48	0.320720163277603
G44	G34	-0.320487324451268
G34	G44	-0.320487324451268
G47	G41	0.320426243800335
G41	G47	0.320426243800335
G13	G46	0.320380883361023
G34	G19	0.320335124117842
G19	G34	0.320335124117842
G18	G22	-0.31884609684129
G8	G14	-0.318690126029537
G37	G13	-0.318409872277848
G45	G43	-0.318183120807672
G43	G45	-0.318183120807672
G46	G23	0.317973845453299
G23	G46	0.317973845453299
G44	G23	-0.31677610682543
G23	G44	-0.31677610682543
G39	G22	0.315405181573252
G22	G39	0.315405181573252
G19	G10	0.31510153972104
G11	G34	-0.314867315885827
G39	G46	-0.314633136576383
G36	G30	-0.314281276263845
G43	G33	0.313309097478612
G33	G43	0.313309097478612
G14	G9	0.312913048016932
G9	G14	0.312913048016932
G39	G37	0.312176843177765
G34	G23	0.311408695221517
G23	G34	0.311408695221517
G7	G36	0.311399774350718
G19	G3	0.311201075850254
G3	G19	0.311201075850254
G7	G38	-0.311129126236469
G17	G10	0.311062538755405
G50	G21	0.311013684203291
G21	G50	0.311013684203291
G33	G8	-0.310667218854517
G8	G33	-0.310667218854517
G33	G10	-0.310024525381492
G10	G33	-0.310024525381492
G46	G18	-0.309931230492823
G43	G11	0.309069354862553
G19	G48	0.308799187956647
G17	G39	0.308380738698643
G50	G46	-0.308209688160368
G10	G21	0.307056688031497
G19	G37	0.306269220157197
G30	G16	-0.304944682548833
G16	G30	-0.304944682548833
G39	G36	-0.304927184855054
G34	G35	-0.304159761125192
G37	G3	0.304122882488993
G3	G37	0.304122882488993
G37	G26	0.303731272533095
G26	G37	0.303731272533095
G17	G35	-0.303344761194591
G35	G23	-0.303258714027759
G20	G22	0.303125289833746
G10	G13	-0.303120640783483
G36	G11	0.302751319651113
G48	G35	-0.302602226883652
G19	G38	0.30239672004302
G3	G18	0.302057766293434
G21	G18	0.301849947942393
G26	G4	-0.301625930909747
G4	G26	-0.301625930909747
G17	G43	-0.301164524794997
G34	G30	0.300954146516074
G30	G34	0.300954146516074
G44	G26	0.300783500679452
G26	G44	0.300783500679452
G46	G17	-0.300730805689056
G17	G45	0.300575432080931
G35	G39	-0.300530328612353
G11	G13	0.299844008658882
G12	G6	0.299619952389508
G35	G30	0.299504494929403
G30	G35	0.299504494929403
G11	G47	-0.298525301087809
G37	G15	-0.298294036992399
G15	G37	-0.298294036992399
G8	G37	0.298085269945935
G13	G35	0.298016788403545
G26	G12	-0.297950837828728
