G21	G44	1.9728407235859047
G44	G21	1.9728407235859047
G14	G17	1.96796681863955
G17	G14	1.96796681863955
G20	G44	1.9647167004360298
G44	G20	1.9647167004360298
G20	G21	1.95800787908609
G21	G20	1.95800787908609
G9	G11	1.9567477883521995
G11	G9	1.9567477883521995
G34	G43	1.9564141511016104
G43	G34	1.9564141511016104
G4	G7	1.9553069370691263
G7	G4	1.9553069370691263
G18	G44	1.9521101095685363
G44	G18	1.9521101095685363
G12	G17	1.9455230040150218
G17	G12	1.9455230040150218
G34	G46	1.940228037523752
G46	G34	1.940228037523752
G10	G16	1.9399343969842184
G16	G10	1.9399343969842184
G3	G33	1.9381554993112893
G33	G3	1.9381554993112893
G9	G10	1.9374258753112645
G10	G9	1.9374258753112645
G6	G32	1.9354508432197046
G32	G6	1.9354508432197046
G24	G49	1.9344145952684801
G49	G24	1.9344145952684801
G24	G39	1.9333038596448122
G39	G24	1.9333038596448122
G13	G38	1.9301170529908664
G38	G13	1.9301170529908664
G7	G17	1.9287146877238825
G17	G7	1.9287146877238825
G4	G10	1.9221044433351406
G10	G4	1.9221044433351406
G26	G31	1.9220093703097962
G31	G26	1.9220093703097962
G6	G43	1.9177364110034274
G43	G6	1.9177364110034274
G18	G21	1.9172043077196772
G21	G18	1.9172043077196772
G13	G20	1.916458635917258
G20	G13	1.916458635917258
G5	G7	1.9162894252149063
G7	G5	1.9162894252149063
G10	G50	1.9161951570347044
G50	G10	1.9161951570347044
G28	G50	1.9155484108770808
G50	G28	1.9155484108770808
G27	G39	1.9153203663663227
G39	G27	1.9153203663663227
G6	G34	1.9143666364220715
G34	G6	1.9143666364220715
G33	G37	1.9142563681149154
G37	G33	1.9142563681149154
G29	G48	1.910265128425712
G48	G29	1.910265128425712
G26	G41	1.9100254253853794
G41	G26	1.9100254253853794
G12	G14	1.9097089318825362
G14	G12	1.9097089318825362
G25	G27	1.905327866622406
G27	G25	1.905327866622406
G42	G43	1.903952414871636
G43	G42	1.903952414871636
G18	G20	1.9032662340885436
G20	G18	1.9032662340885436
G30	G43	1.9018749165041617
G43	G30	1.9018749165041617
G35	G47	1.9010087756057383
G47	G35	1.9010087756057383
G15	G20	1.899553386662839
G20	G15	1.899553386662839
G26	G37	1.898180272106622
G37	G26	1.898180272106622
G13	G21	1.8975746403280664
G21	G13	1.8975746403280664
G7	G12	1.8974064417102179
G12	G7	1.8974064417102179
G37	G50	1.8965350304097301
G50	G37	1.8965350304097301
G34	G42	1.893949998530935
G42	G34	1.893949998530935
G34	G49	1.8934954713548167
G49	G34	1.8934954713548167
G13	G44	1.8913383938697947
G44	G13	1.8913383938697947
G7	G14	1.8877855958775893
G14	G7	1.8877855958775893
G12	G50	1.8829713055235282
G50	G12	1.8829713055235282
G3	G8	1.8803995480064175
G8	G3	1.8803995480064175
G37	G47	1.880163658320613
G47	G37	1.880163658320613
G25	G39	1.8801458611426556
G39	G25	1.8801458611426556
G9	G50	1.8758504593472694
G50	G9	1.8758504593472694
G32	G39	1.8758097761064092
G39	G32	1.8758097761064092
G11	G21	1.8733893315407664
G21	G11	1.8733893315407664
G32	G49	1.8712666095799348
G49	G32	1.8712666095799348
G8	G22	1.8707775131251514
G22	G8	1.8707775131251514
G18	G23	1.8688227960016546
G23	G18	1.8688227960016546
G23	G29	1.866255262052532
G29	G23	1.866255262052532
G38	G48	1.8644315464520025
G48	G38	1.8644315464520025
G11	G16	1.8630661354189608
G16	G11	1.8630661354189608
G15	G45	1.8617644849129547
G45	G15	1.8617644849129547
G24	G27	1.8608460093260994
G27	G24	1.8608460093260994
G31	G37	1.8603951593995645
G37	G31	1.8603951593995645
G18	G38	1.8568486570575633
G38	G18	1.8568486570575633
G10	G42	1.8563917745148544
G42	G10	1.8563917745148544
G15	G21	1.8548602019036808
G21	G15	1.8548602019036808
G26	G50	1.8543866545646925
G50	G26	1.8543866545646925
G39	G49	1.854249749578087
G49	G39	1.854249749578087
G31	G35	1.8537306981496608
G35	G31	1.8537306981496608
G9	G16	1.8520701771406198
G16	G9	1.8520701771406198
G26	G47	1.8514662323194617
G47	G26	1.8514662323194617
G13	G15	1.8502983526898211
G15	G13	1.8502983526898211
G11	G44	1.8500753226046909
G44	G11	1.8500753226046909
G48	G49	1.8492871500878727
G49	G48	1.8492871500878727
G28	G36	1.848436549959304
G36	G28	1.848436549959304
G11	G41	1.846963287107342
G41	G11	1.846963287107342
G11	G20	1.8447218419889666
G20	G11	1.8447218419889666
G38	G45	1.8430310454610195
G45	G38	1.8430310454610195
G16	G40	1.8423144799808646
G40	G16	1.8423144799808646
G4	G9	1.8416929751596012
G9	G4	1.8416929751596012
G3	G27	1.838705085361287
G27	G3	1.838705085361287
G31	G47	1.8380939681826942
G47	G31	1.8380939681826942
G25	G33	1.837500786417937
G33	G25	1.837500786417937
G25	G35	1.8371587583732414
