edge_name,SCRIBE,GENIE3,PPCOR,GRNVBEM,SCODE,PIDC,LEAP,GRISLI,GRNBOOST2,SINCERITIES,edge_exist
G86_G86,0.0,0.0,1.0,0.999049,1.5456209811227,0.0,0.0,9003.0,0.0,0.0,0
G86_G53,0.0828905516362584,0.0107791278450317,0.0,0.548042,0.642117036833114,0.8933864878382464,0.395793561528209,4813.0,3.88419309436707,0.0,0
G86_G55,0.0682626429501506,0.0054316479229305,0.0,0.458025,0.709940192754146,0.5918958587900895,0.367540785803857,4956.0,4.63109207143646,0.0,0
G86_G99,0.0253920657739708,0.0051624487307562,0.0,0.319653,0.0742175738869663,1.668070157726031,0.151260470140451,13.0,0.1267900526270122,0.0,0
G86_G95,0.0470912853931399,0.0050314645191289,0.0,0.380637,0.0917640369617827,1.108428501414707,0.303442314382172,113.0,0.703998535929266,0.0,0
G86_G39,0.0234806886187593,0.0100750548667066,0.0,0.332916,0.467345525810121,0.1426347486757111,0.238564520683318,6648.0,1.2263615919165671,0.0,0
G86_G17,0.0438176159072979,0.0083731871258989,0.0,0.373166,0.0559776988980322,0.5181597887016044,0.285641475338452,1327.0,0.4088956358258614,0.0,0
G86_G31,0.153625212382438,0.0310705676555025,0.0,0.677106,0.53108895955487,1.3120704931331546,0.661901382924863,8662.0,14.735825380763028,0.0,0
G86_G97,0.072491278364318,0.0184370132320368,0.0,0.356909,0.218045968929947,0.5949563788514176,0.39505170191792,4465.0,6.364610827691946,0.0,0
G86_G48,0.0887237073391726,0.0712051310343471,0.0,0.652586,0.0923590329843748,0.7190699122974863,0.74225976140997,1780.0,29.492700487081915,0.0,0
G86_G59,0.0197376984043253,0.0047364379128044,0.0,0.328502,0.0226597264767946,0.664211307120759,0.206605428025914,456.0,0.708556765424216,0.0,0
G86_G66,0.0269559035138036,0.0101153667531321,0.0,0.335498,0.162762086883414,0.3716152559294052,0.249099345956102,8784.0,4.717110224914588,0.0,0
G86_G6,0.0157633883610401,0.0081048252721174,0.0,0.708024,0.269378494152079,0.3253263612373815,0.134083402468158,9021.0,0.5138865059761637,0.0,0
G86_G52,0.119753584267559,0.0051911568540383,0.0,0.448143,0.224920650856968,0.7069292133064198,0.329864697845973,9071.0,0.7878349512271632,0.0,0
G86_G46,0.0016388770528439,0.0080735800046102,0.0,0.344477,0.18301659626358,1.718915986314929,0.375817122806673,9574.0,3.5296377992041528,0.0,0
G86_G24,0.113552114502235,0.0051206168429817,0.0,0.334749,0.52956803293802,0.3847640984256961,0.257358548147287,7781.0,0.8153486764190971,0.0,0
G86_G47,0.0786042511493002,0.0280829199284011,0.0,0.992596,0.786823620707661,0.9182649059923856,0.696347504773262,4254.0,11.771266370513557,0.0,0
