TF	target	importance
G30	G13	0.180540279588991
G8	G9	0.16478907698411532
G47	G16	0.16442612294273592
G13	G30	0.16009963927575438
G42	G24	0.1562346090387772
G29	G18	0.1555311391438123
G16	G47	0.15289332920584886
G17	G49	0.1521840537777047
G16	G27	0.1514364989507906
G39	G8	0.15062198250162712
G30	G29	0.14981574279834517
G20	G33	0.1487084116033294
G49	G17	0.13810158263003974
G10	G44	0.1355109530839653
G9	G8	0.13546594153606611
G27	G47	0.13493209329254383
G27	G37	0.1340032764005534
G27	G16	0.13381407777630738
G13	G29	0.12941654746951753
G40	G9	0.12877773212844115
G37	G27	0.12822426843285145
G47	G27	0.12675822394778732
G7	G50	0.1256489017539726
G9	G40	0.12199475066273135
G39	G9	0.1212856984954398
G23	G15	0.12116279212604932
G15	G23	0.11884792098655614
G37	G24	0.11815069910985634
G2	G5	0.11614830451538731
G29	G13	0.11558483923978159
G42	G25	0.11462940109980954
G33	G20	0.11407822157109414
G43	G28	0.112100704912799
G6	G8	0.11103085022261305
G7	G23	0.10993032085025763
G23	G4	0.1086092889472932
G4	G23	0.10839612025295985
G29	G30	0.10836981047372005
G18	G16	0.10833185447099589
G9	G41	0.10581420077760063
G40	G8	0.10537142078562332
G39	G42	0.10469980814244086
G30	G28	0.10184030690630941
G13	G22	0.1007968553629414
G11	G9	0.1007885199553412
G39	G6	0.0986994918914513
G25	G42	0.09828178542169222
G25	G34	0.09751446187414216
G5	G2	0.09735368330940096
G35	G17	0.09704511384154908
G3	G1	0.09688730380411126
G30	G43	0.0959291067819524
G18	G13	0.095306094329197
G1	G5	0.09491237896219558
G18	G29	0.09413197210501827
G24	G42	0.0927893169741384
G7	G22	0.09263566586049729
G47	G28	0.0917068142771456
G1	G3	0.09123985343914559
G34	G25	0.09025056288539962
G39	G40	0.08974773214541759
G14	G48	0.0893561038361398
G24	G22	0.08817138707617679
G38	G33	0.08706526084432159
G35	G48	0.08627683752064903
G13	G18	0.08563960685222913
G48	G14	0.08540466573029286
G28	G43	0.08508311857147345
G47	G37	0.08458053186706484
G6	G9	0.08454678861993953
G18	G49	0.0841048168561359
G19	G43	0.08399648904836067
G24	G14	0.08342449734436094
G50	G7	0.08337938908200843
G23	G7	0.0831132261534892
G47	G29	0.08291768695043371
G16	G37	0.082824951229454
G27	G31	0.08276086666795306
G7	G15	0.08234839759611191
G41	G49	0.08098818870715907
G9	G11	0.08073783363555494
G15	G7	0.08002492101557958
G35	G49	0.07997684958797271
G8	G11	0.07919462374500347
G8	G6	0.07846822671177602
G43	G19	0.07800672467185889
G48	G35	0.07737038356951947
G30	G25	0.07729548981521904
G47	G34	0.07726499868266275
G48	G50	0.077203185998438
G4	G7	0.07711311098874886
G16	G22	0.07709908978928869
G39	G11	0.07619316081930905
G3	G5	0.07603292010762752
G35	G50	0.0759831523940677
G35	G1	0.07594339509890867
G11	G8	0.07543741881289837
G40	G6	0.07479647708982978
G18	G17	0.07385663546854855
G22	G18	0.07281742488300098
G25	G41	0.07235361469936472
G47	G24	0.07231204908843267
G4	G15	0.07225005414062559
G18	G35	0.07209120387313084
G42	G39	0.0719339789204026
G17	G35	0.07181291891336118
G5	G3	0.07152481350847423
G10	G14	0.07109307023200108
G47	G44	0.07092872342225479
G20	G44	0.06987293519089834
G34	G42	0.06953356773433511
G13	G1	0.06953286036439957
G1	G2	0.06889688463124603
G34	G39	0.06835545097758368
G8	G39	0.06806337733587475
G7	G4	0.06792048169766912
G47	G43	0.06780611676779495
G4	G3	0.06769932142595333
G2	G3	0.06760497103504381
G31	G27	0.06759870627552324
G35	G18	0.06752772271163389
G39	G34	0.06694923600524495
G9	G29	0.06689262924367018
G10	G28	0.06667622112864856
G17	G18	0.06663308719129488
G18	G27	0.06543701220806226
G14	G44	0.06543643633859698
G13	G35	0.06529106987060358
G13	G50	0.06495579767308916
G33	G44	0.06431401694334107
G47	G39	0.064252041596275
G6	G11	0.06421808629824872
G13	G21	0.06401967320564639
G30	G22	0.06307525376048008
G40	G41	0.06303715826506118
G14	G10	0.06256578122826781
G13	G48	0.06254905088270216
G44	G33	0.06254165770549239
G44	G20	0.062297593898733496
G8	G40	0.06178432309399274
G12	G33	0.061673937772534285
G33	G38	0.061581989251008364
G9	G6	0.06133492183455473
G4	G1	0.06132833945475462
G13	G3	0.060982285694828456
G50	G22	0.05991811803427835
G49	G41	0.059650250538807424
G4	G5	0.059648688035059856
G29	G47	0.05919308402651466
G9	G39	0.059013746772224235
G4	G19	0.0589042258568782
G17	G33	0.058453924617519075
G40	G11	0.05841801904815889
G6	G40	0.058307906356046976
G49	G35	0.05813275748324178
G6	G39	0.05807614644117456
G22	G13	0.058067368707122057
G3	G2	0.05778415767878903
G44	G10	0.057606052565854646
G40	G39	0.05734442258265722
G5	G1	0.057093339297755855
G3	G8	0.056815389685795026
G1	G21	0.05670747204258508
G17	G20	0.0564876458960092
G22	G7	0.05647547079834002
G47	G30	0.05639716998854039
G18	G22	0.055797498507794634
G34	G41	0.05567355096167349
G50	G21	0.05566000751267156
G47	G42	0.055639405413145306
G39	G24	0.055341454001510325
G30	G18	0.05516039071565449
G42	G34	0.055010325584431516
G16	G31	0.05471585731459089
G47	G31	0.054615035363503615
G3	G21	0.05374903592634112
G50	G48	0.05320942228008109
G16	G7	0.05306228195199017
G43	G42	0.052945501818606217
G3	G9	0.05254082096392278
G9	G25	0.052528652441521335
G7	G19	0.05232783397489764
G40	G25	0.0522577964297567
G43	G30	0.052124921615848134
G34	G32	0.051903224509370294
G4	G42	0.05138808786542808
G2	G1	0.05125631149526367
G36	G43	0.05122900241980694
G28	G19	0.05120618288460025
G12	G20	0.05102488763964088
G38	G20	0.050888145764798845
G20	G17	0.05066336704470415
G9	G49	0.05054298802866312
G37	G31	0.0502807353679944
G20	G38	0.049976580950246444
G49	G5	0.04989680133854817
G15	G4	0.04968770136535994
G35	G3	0.04934182720624347
G30	G47	0.049283884874191816
G5	G28	0.04898385251829191
G39	G47	0.048675984705061834
G37	G47	0.04833569327431617
G40	G49	0.04828711453386917
G23	G25	0.04816530450697207
G24	G50	0.048157507690423824
G37	G16	0.047912614118664425
G45	G33	0.04768315220094542
G22	G17	0.047673344756240056
G18	G5	0.04758321455362599
G30	G36	0.0474783080423791
G31	G37	0.0474102029667962
G50	G35	0.047355822383651325
G41	G25	0.047211144515958724
G17	G45	0.04703682114197752
G20	G12	0.047018072451925144
G15	G19	0.04692483842621698
G43	G44	0.04678606390912855
G39	G45	0.04641024551007833
G34	G4	0.0461927102477604
G5	G4	0.04598760913951909
G29	G32	0.04536505975469064
